Phrase_ID,Source_Record_ID,Source,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count
P_002886,JDRAW_00326,2021_10_10_07_00_Sales_dataFile,Vidoukin limited,"Baoding, Hebei, China",Sales / Business Development,Unknown,Chassis Sales Director,Unknown,If you think you could be a fit for this position please contact Feihua at : miracle.chen@vidoukin.com.,15
P_020043,JDRAW_07012,2021_10_09_12_59_Sales_dataFile,Phaidon International,"Singapore, Singapore",Sales / Business Development,"Business Development, Sales, and Consulting",Entry Level Recruiter - ASAP Start,Entry level,"Phaidon International is a specialist, multi-brand global recruitment group.",8
P_006731,JDRAW_01474,India_Director_dataFile,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,"institutechangewhennecessaryandappropriateResponsible for establishing operating procedures, work assignments, planning, and all projectmanagementactivities.Ownershipforcompetencybuildingandcompleteresponsibility&ownershipforDeliveryexcellence.",11
P_006707,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,"This position will be based in Mumbai, India.",8
P_006730,JDRAW_01474,India_Director_dataFile,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,"Would need to take ownership of all keyperformanceparameterstodrivetheoperatingmarginoftheaccounts.Introduce best practices in software development, agile methodologies and coding standards",17
P_008159,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,We are looking for an Autos Category Manager to join our Category Management Team in Philippines This person is a data driven category specialist to drive growth for our Auto & Related Categories.,32
P_006323,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,Often the situation is new for them or they are short with resources and they need support to make sure that the planned value is realized.,26
P_018317,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Work collaboratively with delivery teams and subject matter experts to evaluate client needs regarding their objectives and goals.,18
P_012603,JDRAW_05496,2021_10_09_14_59_Sales_dataFile,Amazon,"Seattle, WA",Sales / Business Development,"Sales, Advertising, and Business Development","Sales Manager, Healthcare",Mid-Senior level,"The Amazon Business team is dedicated to developing solutions that make it easy for business customers to source, procure, and manage supply chain using Amazon.",25
P_009608,JDRAW_04881,2021_10_08_23_43_Sales_dataFile,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,"Partner with Business Operations, Sales and Client Services teams to track opportunities and ensure they remain in scope as they make their way through the sales pipeline",27
P_018379,JDRAW_06546,2021_10_09_22_38_Sales_dataFile,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,"Apply Today Please send your resume, in WORD format only and quote reference number GH11921372, by clicking the apply button.",20
P_008497,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Company: ADI ADI Global, a division of Resideo, is seeking a Product Category Manager to drive the strategy, roadmap, strategic supplier relationships, growth, and profitability for a high value category of products.",32
P_006597,JDRAW_01349,Hong_Kong_Executive_dataFile,BNP Paribas,Hong Kong,Procurement / Sourcing / Supply Chain,Unknown,"Vice President, Transaction Banking - Supply Chain Management",Executive,"Currently with over 18,000 employees* and a presence in 13 markets, BNP Paribas provides corporates, institutional and private investors with product and service solutions tailored to their specific needs.",28
P_008464,JDRAW_02440,Saudi_Arabia_Entry_dataFile,Syarah,Saudi Arabia,Procurement / Sourcing / Supply Chain,Unknown,Purchasing Officer (Dammam),Entry,We offer buyers an end-to-end digital car buying experience where they can buy their next car from the comfort of their living rooms.,22
P_018140,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Analysing forecasted demand versus production & supply capacities and adjusting accordingly.,10
P_022719,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Encourages others to keep a high standard of accuracy and leads by example.,13
P_007976,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"The trusted source of decision-ready data for 1,800+ companies, Quorum Software makes the essential connections that let us work better together in the connected energy workplace.",24
P_007270,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"recording of such in appropriate systems, e.g.",6
P_018151,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Supporting clients from various industries in the development and implementation of state-of-the art procurement/supply chain strategies.,14
P_019710,JDRAW_06927,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Associate,Entry level,"We work to revamp and refine business potential, driving business excellence.",11
P_008467,JDRAW_02440,Saudi_Arabia_Entry_dataFile,Syarah,Saudi Arabia,Procurement / Sourcing / Supply Chain,Unknown,Purchasing Officer (Dammam),Entry,"We are on the lookout for ambitious, competitive, growth-minded professionals to help us continue to harness technology to delight our customers and achieve our ambitious growth objectives in the auto sector.",30
P_012679,JDRAW_05511,2021_10_10_07_00_Sales_dataFile,Oracle,"Shanghai, China",Sales / Business Development,Sales,Cloud Sales(Early Talent Program),Associate,"Manage the entire sales process to ensure delivery against key performance metrics, with a strong emphasis on new business sales, while expanding existing accounts.",24
P_008681,JDRAW_02632,Taiwan_Internship_dataFile,Marsh,Taiwan,Project Management / Programme Management,Unknown,Part-time Intern - Open to Penultimate Year Insurance/ Risk Management major student,Internship,"We aim to attract and retain the best people regardless of their sex/gender, marital or parental status, ethnic origin, nationality, age, background, disability, sexual orientation, and gender identity.",27
P_006732,JDRAW_01474,India_Director_dataFile,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",6
P_007325,JDRAW_01811,Indonesia_Director_dataFile,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,Great rewards await the right person in this Procurement Director - Financial Services/Trade Finance role.,13
P_003795,JDRAW_00463,2021_10_09_09_30_Sales_dataFile,High Quality Water,"Glendale, AZ",Sales / Business Development,Sales and Business Development,Sales,Entry level,"High-Quality Water, a worldwide leader in the residential water treatment industry, is expanding its sales force.",15
P_018148,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Performing ongoing supplier evaluation and improvement.,6
P_006297,JDRAW_01214,Egypt_Mid-Senior_dataFile,TRM Labs,Egypt,Sales / Business Development,Unknown,"Senior Account Executive, MENA",Mid-Senior,"We are looking for people with grit, passion, and humility to join our global team.",15
P_006713,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,"able to build and lead effective, diverse teams Strong decision-making capabilities and the ability to identify problems and drive to a resolution Excellent interpersonal and communication skills",26
P_003503,JDRAW_00414,2021_10_09_17_03_Sales_dataFile,Groundswell,"El Segundo, CA",Sales / Business Development,Sales and Business Development,Head of Sales,Director,Did you write your daughter a sales script when she went door to door to sell Girl Scout Cookies?,19
P_020421,JDRAW_07098,2021_10_09_12_59_Sales_dataFile,Sinch,"Singapore, Singapore",Sales / Business Development,Sales,Junior Sales Engineer,Entry level,As our new Junior Sales Engineer you will: Provide product expertise: act as subject matter expert to support the Sales Team.,21
P_020954,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Kindly note that successful applicant must be able to commence the program before 17th November 2021.,16
P_023272,JDRAW_07786,2021_10_09_12_15_Sales_dataFile,Remote,United States,Sales / Business Development,Sales and Business Development,Senior Inside Sales Representative - Americas,Associate,Benefits You can learn more about the benefits we're offering to all internal employees at Remote by visiting our public Benefits & Perks Handbook page.,24
P_000641,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"As the property becomes known for its quality of service and attitude of its associates, the opportunity for growth and security on the personal level is enhanced.",27
P_004105,JDRAW_00509,2021_10_09_06_44_Sales_dataFile,Ewellix China,"Guangdong, China",Sales / Business Development,Unknown,DD Sales South China,Unknown,Communication and market information support within sales teams.,8
P_022707,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Responsible for client account management.,5
P_008498,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"This individual will develop and execute product mix and pricing models, while identifying, initiating, cultivating, and managing supplier relationships.",19
P_004635,JDRAW_00594,2021_10_09_17_03_Sales_dataFile,Demandwell,"Indianapolis, IN",Sales / Business Development,Sales and Business Development,Head of Sales,Director,What You'll Do Coach sales team members to achieve their highest level of performance and exceed their bookings and sourcing targets.,21
P_008465,JDRAW_02440,Saudi_Arabia_Entry_dataFile,Syarah,Saudi Arabia,Procurement / Sourcing / Supply Chain,Unknown,Purchasing Officer (Dammam),Entry,"Under the hood, we build systems to manage sourcing of cars, inspection, photography, merchandising, reconditioning, financing, insurance, shipping and many more.",21
P_006711,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,a thorough understanding of the transaction cycle of credit documentation,10
P_018319,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Support delivery and sales team in cross-sells and upsells Willing to go the extra mile by proactively looking for opportunities that will surprise and delight your client.,26
P_019508,JDRAW_06880,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development,Sales and Business Development,Entry level,No experience needed 18 and above,6
P_022706,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Manage and lead client interactions and meetings.,7
P_008271,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,"Leads the project team (SE), responsible for the target and disciplinary",11
P_008502,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Managing end-to-end vendor relationships, including identification, contract negotiation, product assortment, marketing programs, and communications.",13
P_008463,JDRAW_02440,Saudi_Arabia_Entry_dataFile,Syarah,Saudi Arabia,Procurement / Sourcing / Supply Chain,Unknown,Purchasing Officer (Dammam),Entry,Syarah is on a mission to change how people buy their cars in Saudi and the Middle East.,18
P_020261,JDRAW_07068,2021_10_09_12_59_Sales_dataFile,Morgan McKinley,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager - Enterprise Retail,Entry level,"Job Responsibilities As a Sales Manager, you will be required to build long-term business relationships in the APAC region and facilitate our client's expansion in the market.",26
P_006326,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"Our working culture is ambitious, flexible, and modern.",8
P_022694,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Keywords Player Support is a fast-growing service line of the Keywords Studios company that offers customer service positions in the exciting gaming industry!,22
P_007963,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"Location: Stavanger, Norway Are you excited by challenges?",8
P_012897,JDRAW_05558,2021_10_08_11_02_Sales_dataFile,Amazon,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Information Technology,Sales Director,Not Applicable,"S/he will have a track record of success at driving results, partnering cross functionally, and professionally representing customers' needs/perspectives to the various stakeholders.",21
P_022713,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Experience in an Account Management or sales-oriented role (an asset).,9
P_002360,JDRAW_00265,2021_10_10_15_21_Sales_dataFile,Dell Technologies,"Chengdu, Sichuan, China",Sales / Business Development,Sales,Inside Sales Mananger,Mid-Senior level,"Provide management to a unit by establishing goals and objectives, assigning tasks and reviewing work at frequent levels.",18
P_006708,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Responsibilities Include Deliver best-in-class documentation negotiation management and transaction execution of credit facilities and ancillary documentation.,15
P_009128,JDRAW_02777,United_Kingdom_Entry_dataFile,Hays,United Kingdom,Sales / Business Development,Unknown,Sales Support Coordinator,Entry,Your new role Daily Tasks Will Involve Your new role will be a Sales Support Representative.,16
P_010406,JDRAW_05124,2021_10_09_12_15_Sales_dataFile,Papaya Global,"New York, NY",Sales / Business Development,Sales and Business Development,Regional Sales Executive - Northeast,Associate,"and for working in a global, cross-cultural, and multilingual organization in particular",11
P_008275,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,"Defines resources and requests approvals (project team, budget, infrastructure, tools, software)",11
P_000429,JDRAW_00037,2021_10_09_12_15_Sales_dataFile,Steritech,"Atlanta, GA",Sales / Business Development,Sales and Business Development,National Sales Executive,Associate,"Bachelor's degree Five or more years of proven sales track record with larger, complex accounts with multiple locations",18
P_008106,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,and ensuring all respondents are prepared according to client requirements.,10
P_020950,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,This position is only open for Singapore Citizen or Permanent Resident.,11
P_008102,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"The Project Manager is responsible for the day-to-day management of multiple studies, both domestic and international, with a focus on qualitative & quantitative research.",22
P_009679,JDRAW_04909,2021_10_08_23_43_Sales_dataFile,Rakuten Viber,"Moscow, Moscow, Russia",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,"Analyzing data and trends in the region, and making informed recommendations to the sales team and managers.",17
P_018159,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,You are highly goal driven and work well in fast paced environments You are a strong mentor and coach who builds high performing teams You are adaptable and thrive in changing environments What's on Offer?,35
P_006892,JDRAW_01550,India_Entry_dataFile,The Hershey Company,India,Sales / Business Development,Unknown,Sales Officer Surat,Entry,Able to train his subordinates effectively.Achievement OrientationConsistency in target achievement.,9
P_018147,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,"Negotiating favourable terms on pricing, payment, delivery lead times and other key areas.",13
P_004045,JDRAW_00501,2021_10_09_06_09_Sales_dataFile,NorthPoint Search Group,"Greensboro, NC",Sales / Business Development,Sales and Business Development,Sales Specialist,Internship,Significant experience with a CRM program,6
P_008277,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Apply the Bosch Project Management central directive,7
P_020941,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Role Description This position reports to the Supply Chain Manager and interfaces with the other team members.,17
P_023939,JDRAW_07874,2021_10_09_14_59_Sales_dataFile,Finstro USA,"Denver, CO",Sales / Business Development,Unknown,Unit Sales Manager,Unknown,Experience and Skills Required Minimum 3 years of sales leadership experience Minimum 5 years of experience in business development or partnership management.,22
P_007429,JDRAW_01929,Ireland_Director_dataFile,Cpl,Ireland,Procurement / Sourcing / Supply Chain,Unknown,Credit Controller - 3 Month Contract,Director,Previous exposure to a culturally diverse working environment Shared Service Centre experience Previous credit control experience in Multinational organisation.,19
P_008103,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"The PM will actively and directly manage all aspects of each project, to ensure successful project completion, on time and within budget, while meeting and exceeding client expectations.",28
P_008515,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- High level of critical thinking skills WE VALUE - SAP Knowledge an advantage - Industry experience in the Access Control and/or Fire industry We look for people driven by a desire to contribute, be challenged, and grow.",34
P_018380,JDRAW_06546,2021_10_09_22_38_Sales_dataFile,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,Robert Half International Pte Ltd. Co.,5
P_002409,JDRAW_00270,2021_10_09_01_12_Sales_dataFile,Legacy.com,"Chicago, IL",Sales / Business Development,Marketing and Sales,Marketing & Sales Operations Associate - Full Time,Entry level,"Excellent communications skills, both written and verbal.",7
P_000200,JDRAW_00016,2021_10_09_17_03_Sales_dataFile,SMJ Global Partners,Atlanta Metropolitan Area,Sales / Business Development,"Business Development, Administrative, and Customer Service",Vice President of Sales,Director,Top 40 printer in USA,5
P_018376,JDRAW_06546,2021_10_09_22_38_Sales_dataFile,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,"As a business partner, you will provide timely and accurate insights, analysis and business cases to support decision making processes relating to distribution and supply chain strategies.",27
