Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P008909,sales_phrases,20552814,SALES,Rapidly and efficiently prepared customer and ATM cash and change orders.,11
P008910,sales_phrases,19156751,SALES,Rapidly mastered new product data.,5
P008911,sales_phrases,16223371,SALES,Re-stock and clean front end at the end of shift.,9
P008912,resume_classification_phrases,DS2_00702,16,"Re-wrote territory business plan for Estee Lauder and prioritized sales calls, which resulted in 80% goal attainment.",16
P008913,resume_classification_phrases,DS2_00702,16,Reach quarterly sales targets and work with the sales team to develop strategies and implement brand strategies to ensure a consistent marketing message.,23
P008914,resume_classification_phrases,DS2_00219,16,Reach revenue goals through hard work and process improvement.,9
P008915,sales_phrases,92200491,SALES,Read and interpret assembly blueprints or specifications manuals and plan assembly or building operations.,14
P008916,sales_phrases,26994282,SALES,Read blueprints to determine appropriate materials and procedures for each project.,11
P008917,sales_phrases,17704246,SALES,"Read blueprints, work orders, and production schedules to accurately determine job instructions and specifications.",14
P008918,sales_phrases,92200491,SALES,"Read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.",22
P008919,sales_phrases,23782450,SALES,"Read orders to ascertain catalog numbers, sizes, colors, and quantities of merchandise.",12
P008920,resume_classification_phrases,DS2_00415,19,"Read plans, instructions, or specifications to determine work activities.",9
P008921,resume_classification_phrases,DS2_00355,0,"Reason left - plant closure Human Resource ManagerJuly 1996 to December 1999Ingersoll-Rand ARO Fluid Products Division - Angola, INManaged human resource functions, including safety, training and development, workers' compensation, organizational effectiveness, staffing, payroll and labor negotiations.",33
P008922,sales_phrases,14267489,SALES,"Receive and process packages for shipping, including lifting and weighing packages on scale, accessing",14
P008923,resume_classification_phrases,DS2_00045,20,"Receive cash from guests, makes change, verifies validity of charges, records charges and ensures vouchers are properly executed.",18
P008924,sales_phrases,37540732,SALES,"Receive ongoing training in all phases of business operations, including product lines, marketing and sales techniques, showroom merchandising, customer service and distribution support efforts.",24
P008925,sales_phrases,25315791,SALES,"Receive payment by cash, check, credit cards Issue receipts, refunds, credits, or change due to customers.",16
P008926,sales_phrases,39581020,SALES,"Receive payment by cash, check, credit cards, vouchers, or automatic debits.",11
P008927,sales_phrases,23782450,SALES,"Receive payment by cash, check, credit cards, vouchers, or.",9
P008928,sales_phrases,55477468,SALES,"Receive payments for classes and/or yoga merchandise through cash, cheque, and credit card.",12
P008929,sales_phrases,16121015,SALES,"Receive, open, unpack and issue sales floor merchandise.",8
P008930,sales_phrases,14267489,SALES,"Receive, sort and place mail in mailbox modules accurately.",9
P008931,sales_phrases,26932091,SALES,Received 100% on quality audits on 99% of orders graded.,10
P008932,sales_phrases,65456466,SALES,"Received 5 ""exceeds expectations"" ratings on performance reviews.",8
P008933,resume_classification_phrases,DS2_00135,23,"Received 5 Navy and Marine Corps Achievement and 6 Good Conduct Medals, and also awarded Junior Sailor of the Year in 2006 as result of exemplary performance.",27
P008934,resume_classification_phrases,DS2_00545,8,Received Cabela's Outstanding Leadership Award and Customer Service Excellence Award.,10
P008935,resume_classification_phrases,DS2_00630,4,"Received Shining Star Award for Caracas, Valencia and Maracay deployment project and for IFR/Easy Span Spectrum Analyzer Development Interface.",18
P008936,resume_classification_phrases,DS2_00522,4,"Received a National Achiever Banker Award, Employee of the Month Award, Consistently exceeded monthly sales goals, Received recognition as one of Top Bankers in Arizona Market, District, and Community.",29
P008937,sales_phrases,13812481,SALES,"Received and correctly processed both written and verbal instructions, prints and work orders.",13
P008938,sales_phrases,15620421,SALES,Received and distributed faxes and mail in a timely manner.,10
P008939,sales_phrases,23296286,SALES,Received and processed cash and credit payment for in-store purchases.,9
P008940,sales_phrases,12820557,SALES,Received and processed cash and credit payments for in-store purchases.,9
P008941,sales_phrases,87118391,SALES,"Received and screened a high volume of internal and external communications, including email and mail.",15
P008942,resume_classification_phrases,DS2_00084,23,"Received commendation from Commander Naval Air Forces, Atlantic inspection team for outstanding management of HAZMAT program.",16
P008943,resume_classification_phrases,DS2_00047,11,Received company Employee Performance Award after maintaining record sales achievement of 20% growth three months in a row.,18
P008944,sales_phrases,34303500,SALES,Received frequent customer compliments for going above and beyond normal duties.,11
P008945,sales_phrases,15918496,SALES,"Received high remarks for the creativity of classroom lesson plans and instructional techniques from students, parents and faculty.",18
P008946,resume_classification_phrases,DS2_00135,23,"Received highest grade of ""On Track"" on all seven Naval Aviation Maintenance Programs under management during aviation maintenance inspection.",19
P008947,sales_phrases,26932091,SALES,Received incoming service calls and scheduled and dispatched technicians as needed.,11
P008948,sales_phrases,25315791,SALES,"Received payment by cash, check, credit cards Issue receipts, refunds, credits, or change due to customers.",16
P008949,resume_classification_phrases,DS2_00553,15,"Received several recognition awards for commitment to teamwork, initiative, process improvements and customer service.",14
P008950,resume_classification_phrases,DS2_00671,18,Received the Brand Ambassador Award in two consecutive years for outstanding performance in real estate and also received the MPV Award for leadership.,23
P008951,sales_phrases,32140087,SALES,"Receiving Macy's ""Marketing Star of the Year Awards"" from 2013 - 2018 for exemplary job performance managing inserts.",17
P008952,sales_phrases,18062906,SALES,"Receiving and preparing product, maintaining the Grocery floor and displays, and selling product in support of regional Grocery standards.",19
P008953,sales_phrases,29815762,SALES,"Receiving clerk: Received shipments from other divisions, check packing lists, entered into SAP and placed in inventory.",17
P008954,resume_classification_phrases,DS2_00340,21,Receiving customer referrals/leads from the Financial Advisors and converting those referrals/leads into mortgage loan applications.,13
P008955,resume_classification_phrases,DS2_00500,0,"Receptionist , 02/2003 - 03/2008 Company Name - City , State Internship program Recruiter Lead for college students.",12
P008956,sales_phrases,15620421,SALES,"Receptionist , 10/2004 to 08/2005 Company Name － City , State Received and screened a high volume of internal and external communications, including email and mail.",21
P008957,resume_classification_phrases,DS2_00477,19,"Receptionist 10/2008 to 10/2009 Company Name City , State Managed the receptionist area, including greeting visitors and responding to telephone and in-person requests for information.",21
P008958,sales_phrases,23929500,SALES,"Receptionist March 2002 to December 2003 Company Name － City , State Scheduled appointments, registered patients and distributed sample pharmaceuticals as prescribed.",20
P008959,resume_classification_phrases,DS2_00646,11,"Receptionist and Data Entry Clerk September 2012 to March 2014 Company Name － City , State Provided administrative support to internal and external customers; answered phones, took messages, provided information, and directed individuals/calls to staff members.",33
P008960,resume_classification_phrases,DS2_00477,19,"Receptionist, Client Services, Tax/Lien Researcher 12/2012 to 08/2014 Company Name City , State Facilitated working relationships with co-tenants and building management.",16
P008961,sales_phrases,15918496,SALES,"Receptionist, Telemarketer, Marketing 05/2014 to 10/2014 Company Name City , State Implemented a consultative selling approach on all inbound calls.",17
P008962,sales_phrases,40987524,SALES,Recipient of Best Buy's Top Gun Award multiple times for sales and productivity.,13
P008963,resume_classification_phrases,DS2_00570,9,Recipient of company's leadership support achievement award Development and maintained the call center knowledge base system.,16
P008964,sales_phrases,36970996,SALES,Recognized and rewarded outstanding work performance to cultivate a positive and collaborative customer service culture.,15
P008965,resume_classification_phrases,DS2_00281,17,Recognized as a Technical Lead Engineer within the Hardware Engineering Integrated Product Team (IPT).,14
P008966,resume_classification_phrases,DS2_00614,5,"Recognized by co-workers and managers for being a positive, self-starter with an exceptional work ethic and the ability to multi-task.",17
P008967,resume_classification_phrases,DS2_00447,19,"Recognized by management for thoroughness, meeting due dates and being a team player.",13
P008968,resume_classification_phrases,DS2_00020,23,Recognized by multiple NATO Commanders for platoon conducting over 30 lifesaving medical evacuation missions in direct support of coalition force's combat operations in RC-North.,23
P008969,resume_classification_phrases,DS2_00534,2,"Recognized expert in DoD planning, programming, budgeting and execution (PPBE) process.",11
P008970,resume_classification_phrases,DS2_00453,5,"Recognized for leading teams to exceed results in fast paced, high growth business environments.",14
P008971,resume_classification_phrases,DS2_00698,17,"Recognized for strong adherence to safety, ability to work well as team member and leader, and exceptional work ethic.",19
P008972,resume_classification_phrases,DS2_00278,19,"Recognized for strong project management skills, lean manufacturing techniques, design and quality standards.",13
P008973,sales_phrases,98509238,SALES,Recognized for the ability to develop and maintain quality customer and business relationships.,13
P008974,resume_classification_phrases,DS2_00366,13,"Recognized life events, understands member's needs and provides advice in order to deliver appropriate solutions to the member.",18
P008975,sales_phrases,29134721,SALES,Recognized the need for improvements to VDSS DW's routine training techniques Communicated the need to update training resources such as the use of curriculum development software (Articulate).,27
P008976,sales_phrases,15620421,SALES,Recommend and help customers select merchandise based on their needs.,10
P008977,resume_classification_phrases,DS2_00047,11,"Recommend and implement new methods, techniques, and/or procedures.",7
P008978,resume_classification_phrases,DS2_00195,2,"Recommend architectural improvements, design solutions and integration solutions.",8
P008979,sales_phrases,25315791,SALES,"Recommend changes in products, service, and policy by evaluating results and competitive developments.",13
P008980,sales_phrases,23760084,SALES,Recommend locations for new facilities or oversee the remodeling or renovating of current facilities.,14
P008981,sales_phrases,16121015,SALES,"Recommend products to customers, based on customers' needs and interests.",10
P008982,sales_phrases,69155584,SALES,Recommend specific styles based on customers footwear needs.,8
P008983,resume_classification_phrases,DS2_00495,0,Recommend the department's budget and manage expenses within approved budget constraints.,11
P008984,sales_phrases,16121015,SALES,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",14
P008985,resume_classification_phrases,DS2_00284,15,Recommended a pull scheduling system to replace the generic scheduling procedure and training of employees to perform multifunctional roles that created dependable excess capacity.,24
P008986,sales_phrases,69155584,SALES,Recommended additional items to increase sales and multiples.,8
P008987,sales_phrases,20552814,SALES,Recommended alternative items if product was out of stock.,9
P008988,sales_phrases,87118391,SALES,Recommended and helped customers select merchandise based on their needs.,10
P008989,resume_classification_phrases,DS2_00277,23,Recommended and helped customers select merchandise based on their needs.Confirmed that appropriate changes were made to resolve customers' problems.Managed wide variety of customer service and administrative tasks to resolve customer issues quickly and efficiently.,32
P008990,resume_classification_phrases,DS2_00011,2,Recommended and implemented all of the enterprise applications onto the cloud.,11
P008991,resume_classification_phrases,DS2_00196,2,"Recommended architectural improvements, design solutions and integration solutions.",8
P008992,sales_phrases,16511249,SALES,Recommended improvements in security systems and procedures.,7
P008993,sales_phrases,28377361,SALES,Recommended merchandise to customers based on their needs and preferences.,10
P008994,resume_classification_phrases,DS2_00542,2,"Recommended modifications or improvements for methods, procedures, techniques, and equipment required for the Business Education Degree programs and computer labs resulting in time and cost savings for the department.",29
P008995,sales_phrases,19582792,SALES,Recommended new products and upcoming events.,6
P008996,resume_classification_phrases,DS2_00190,23,Recommended process and systems improvements such as changes to beverage production operations.,12
P008997,sales_phrases,36074301,SALES,"Recommended wireless solutions to new and existing accounts Provided training to new accounts, new customers including sales training for new employees.",21
P008998,resume_classification_phrases,DS2_00227,17,"Recommending and implementing improvements to engineering processes, methods and controls; conferring with management, production and other departments regarding manufacturing capabilities, production schedules, and other considerations to maximize efficiencies.",28
P008999,resume_classification_phrases,DS2_00031,0,"Recommends and facilitates employee recognition, efforts, and events.",8
P009000,resume_classification_phrases,DS2_00466,15,"Reconcile and analyze all ledger and balance sheet accounts, including bank reconciliations.",12
P009001,resume_classification_phrases,DS2_00596,18,Reconciled Child Support Fee check register on a daily and monthly basis.,12
P009002,resume_classification_phrases,DS2_00361,18,"Reconciled aging AR transactions and performed financial analysis, identified and explained deviations from planned or historical data.",17
P009003,resume_classification_phrases,DS2_00466,15,Reconciled all GL accounts and executed monthly financial accounts.,9
P009004,resume_classification_phrases,DS2_00465,16,"Reconciled daily inventory in Retail-Excel for 64 Retail Stores.Manually created shipments, assigned carriers and dispatched shipments.",14
P009005,resume_classification_phrases,DS2_00425,18,Reconciled delivery driver's cash and checks with daily invoices.,9
P009006,sales_phrases,36904300,SALES,Reconciled discrepancies between accounts receivable general ledger account and accounts receivable trial balance account.,14
P009007,sales_phrases,27607632,SALES,Reconciled vendor statements and checked for accuracy.,7
P009008,sales_phrases,36904300,SALES,Reconciled vendor statements and handled payment complaints or discrepancies.,9
P009009,resume_classification_phrases,DS2_00471,18,"Reconciliation of Bank Statements, staff account and supplier accounts, Financial ratios and analysis report of the same, Making MIS report for CFO and senior Management, Coordinating with other departments for financial management.",32
P009010,sales_phrases,14267489,SALES,"Record all sales transactions on Point of Sale and accurately process cash, checks, credit card and",16
P009011,resume_classification_phrases,DS2_00013,23,"Record and deliver messages to residents, management, leasing, and relieving concierge.",11
P009012,resume_classification_phrases,DS2_00442,21,"Record of re-aligning organizations to achieve better economics of scale, including management of turnarounds and shutdowns.",15
P009013,resume_classification_phrases,DS2_00512,4,"Record payments history, manage the cashbox when needed, deposit of checks or payments when requested.",15
P009014,sales_phrases,10138632,SALES,Record sales or delivery information on daily sales or delivery record.,11
P009015,sales_phrases,12082377,SALES,"Recorded accurate, efficient records in customer database.",7
P009016,resume_classification_phrases,DS2_00327,18,Recorded all cash receipts and remotely deposited check and prepared transmittals Analyzed and reconciled G/L accounts details and corrected discrepancies Prepared month-end and year-end journal entries.,23
P009017,resume_classification_phrases,DS2_00069,4,Recorded clients purchasing information to communicate and ensure future business.,10
P009018,resume_classification_phrases,DS2_00190,23,"Recorded compliance, maintenance, physical storage and safety considerations to assist organizational documentation for future stage planning.",16
P009019,sales_phrases,92200491,SALES,"Recorded customer orders and repeated them back in a clear, understandable manner.",12
P009020,sales_phrases,70528646,SALES,Recorded expenses and maintained receipts.,5
P009021,resume_classification_phrases,DS2_00266,21,"Recorded guest comments or complaints, referring customers to managers as necessary.",11
P009022,resume_classification_phrases,DS2_00406,2,"Recovered tens of thousands of dollars per year by consolidating and renegotiating IT contracts, implementing infrastructure lifecycle management, standardizing PC and server O/S images, utilizing refurbished equipment, and implementing virtualization technologies.",30
P009023,resume_classification_phrases,DS2_00406,2,"Recovered up to $100,000/yr by consolidating billing and vendors, renegotiating IT contracts, implementing infrastructure lifecycle management, standardizing PC and server O/S images, and modeling VMWare-based virtualization.",23
P009024,resume_classification_phrases,DS2_00558,7,"Recreated bills that were needed, but were not available for processing payroll dates.",13
P009025,resume_classification_phrases,DS2_00342,2,"Recruit, train, and mentor team members.",6
P009026,resume_classification_phrases,DS2_00342,2,"Recruit, train, and mentor technology team members.",7
P009027,resume_classification_phrases,DS2_00688,2,Recruited and developed appropriate talent pool to insure adequate bench strength and succession planning.,14
P009028,resume_classification_phrases,DS2_00685,5,Recruited and hired to ensure all sales/delivery vehicles were generating revenue.,10
P009029,resume_classification_phrases,DS2_00259,5,"Recruited and managed contract labor, day workers and W2 employees in a high turnover business.",15
P009030,resume_classification_phrases,DS2_00503,14,Recruited and mentored new consultants.,5
P009031,resume_classification_phrases,DS2_00114,12,Recruited and trained staffs that have since been promoted to Managerial/ Tier 2 positions.,13
P009032,resume_classification_phrases,DS2_00621,5,"Recruited five retail chains within 2 months representing 167 store locations, to commit to purchasing the client's software product and collaborate on its features, with the product is still in beta.",31
P009033,sales_phrases,40987524,SALES,"Recruited, hired and trained new employees for various stores and store openings Revamped in-store sales and merchandising programs, resulting in a 60 % improvement in sales .",24
P009034,sales_phrases,37735467,SALES,"Recruited, hired and trained new hires to optimize profitability.",9
P009035,sales_phrases,18171955,SALES,"Recruited, hired, developed and retained retail talent for the company.",10
P009036,resume_classification_phrases,DS2_00676,21,"Recruited, trained, and mentored staff on client profiling, conducting sales meetings, and closing deals.",14
P009037,resume_classification_phrases,DS2_00530,16,"Recruited, trained, scheduled and supervised a seasonal staff of forty including managerial personnel.",13
P009038,resume_classification_phrases,DS2_00145,11,"Recruiter 11/2004 to 09/2005 Company Name City , State Analyzed employment-related data and prepared required reports.",12
P009039,sales_phrases,12351749,SALES,"Recruiter Feb 2007 to Oct 2014 Company Name － City , State Developed creative recruiting strategies that met small to mid-sized broker dealer",20
P009040,resume_classification_phrases,DS2_00234,0,"Recruiter Jan 2011 to Jan 2015 Company Name － City Managed end-to-end recruitment (sourcing, screening, reference checks, negotiation and offer generation).",19
P009041,resume_classification_phrases,DS2_00558,7,Recruiting potential members utilizing outdoor marketing - tents and corporate onsites Delegate and monitor daily tasks to staff members Developed a club success report meeting or exceeding a 60% daily sales quotas average.,32
P009042,resume_classification_phrases,DS2_00179,0,"Recruitment Manager May 2011 to Apr 2013 Company Name － City , State Handling Recruitment for entire Rajasthan RBG (Retail Banking Group) & RIBG (Rural Inclusive",23
P009043,resume_classification_phrases,DS2_00041,0,Recruitment and Selection - Strategic Planning,5
P009044,resume_classification_phrases,DS2_00106,0,Recruitment: Working with hiring managers on Recruitment planning.,8
P009045,resume_classification_phrases,DS2_00500,0,"Recruits for warehouse, driver and entry level to mid level positions using Kenexa BrassRing and sourcing resumes from online jobsites/databases.",19
P009046,sales_phrases,18062906,SALES,"Red Robin 2008 ·Inspect, arrange, and run food in an up-tempo environment ·Assist managers and other staff members in the upkeep of the restaurant ·Interact with customers and ensure customer satisfaction while upselling seasonal and promotional items.",33
P009047,resume_classification_phrases,DS2_00137,15,Redefined & improved SOX controls and implemented self assessment of these controls Administer all FA Compensation security entitlements Manage Financial Advisor Trainee Compensation Managed team of 3 of professionals.,28
P009048,resume_classification_phrases,DS2_00364,15,Redefined the implementation approach to get the project back on track after 1 year.,14
P009049,resume_classification_phrases,DS2_00102,12,Redesigned and implemented highly effective email marketing campaigns to assist in driving traffic and increase online sales revenue to ensure corporate goals were met.,24
P009050,sales_phrases,28139742,SALES,Redesigned course curriculum with an integration of web-based technologies.,8
P009051,resume_classification_phrases,DS2_00301,11,Redesigned risk reviews and developed new audit schedules that suited the revised corporate risk profile.,15
P009052,resume_classification_phrases,DS2_00545,8,Redesigned seasonal merchandise planning and reporting process which Cabela's adopted as a best practice for al retail stores.,18
P009053,resume_classification_phrases,DS2_00451,23,"Redesigned, improve wear if IPV and DPRV for CF34-8 Improved On-wing time for CF34-10 FMU by redesigning environmental seals.",16
P009054,sales_phrases,70528646,SALES,Reduced and controlled expenses by improving resource allocation.,8
P009055,resume_classification_phrases,DS2_00453,5,"Reduced crewing from 19 employees to 12, and developed the department's coordinator position to empower the work force to enter leadership roles.",22
P009056,resume_classification_phrases,DS2_00090,2,Reduced desktop & application deployment times by 60% by designing and implementing Microsoft's System Center Configuration Manager.,16
P009057,sales_phrases,17704246,SALES,Reduced equipment downtime by 25% through planned maintenance.,8
P009058,resume_classification_phrases,DS2_00355,0,Reduced errors by 83% using structured problem solving approach.Implemented performance management process.,11
P009059,sales_phrases,16511249,SALES,Reduced general liability claims by 5% through safety audits and training.,11
P009060,resume_classification_phrases,DS2_00284,15,"Reduced inventory holding cost and doubled truck deliveries, eliminated excess storage charges incurred from truck deliveries, and enhance company's just-in-time ordering process.",21
P009061,resume_classification_phrases,DS2_00586,5,"Reduced over 45% costs of IT Operations by implementing processes, methodologies and procedures based on industry standards.",17
P009062,resume_classification_phrases,DS2_00322,17,Reduced quality issues by 25% during FY05 for critical machine components by developing root cause analysis and implementing corrective/preventive actions (CAPA).,20
P009063,sales_phrases,28139742,SALES,"Reduced shrink from 5.2% to 4.6%, during my first year managing the store.",11
P009064,resume_classification_phrases,DS2_00537,21,Reduced staff turnover by 20 % in one year by implementing several well-received team and morale-building programs.,14
P009065,resume_classification_phrases,DS2_00475,2,Reduced technical exceptions to management by 40% to only 15 per day.,12
P009066,resume_classification_phrases,DS2_00011,2,Reduced the incidence of IT issues by 50 % globally by using visualization tools such as Tableau and DOMO to identify trends in support tickets which resulted in more training to address root causes.,33
P009067,sales_phrases,29134721,SALES,"Reduced training expenses by effectively reducing the standard training travel staff of 2 trainers to 1, meeting VDSS training goals and standards.",22
P009068,resume_classification_phrases,DS2_00599,18,Reduced unearned employee compensation by implementing and maintaining automated timekeeping system that recorded daily attendances absences & vacation records.,18
P009069,resume_classification_phrases,DS2_00040,0,Reducing turnover and benchmarking improvement in staff retention by way of employee development and morale-building programs.,15
P009070,resume_classification_phrases,DS2_00236,15,"Reengineered vendor policy to enhance quality assurance and to identify risks and issues at earlier stages during the project; manage contracts for all IT vendors including website development, hosting, IT operations, and IT applications development.",35
P009071,resume_classification_phrases,DS2_00644,4,"Referred parents to services such as random drug testing and anger management, counseling, and others.",15
P009072,resume_classification_phrases,DS2_00461,4,Referred parents to services to assist with case plan completion to reunify with children and case closure.,17
P009073,sales_phrases,20552814,SALES,Refilled and rotated items on shelves to maintain well-stocked inventory.,9
P009074,resume_classification_phrases,DS2_00216,4,Regarded as one of the top 5% of the coaching staff Mentoring responsibility for 15 monthly peer health coaches Corporate health educator in regards to wellness in the workplace.,29
P009075,resume_classification_phrases,DS2_00472,15,"Regarded as thorough and courteous professional by peers and clients, known for consistent delivery of high-level customer support particularly through challenging loan applications.",22
P009076,sales_phrases,79376680,SALES,"Regardless of what job I may have had in the past, whether it be music education, recruiting, or sales, understanding that I am existing within/leading a team allows me to clearly understand the task at hand.",35
P009077,sales_phrases,10464113,SALES,"Regional Account Manager 10/2012 to 03/2013 Company Name City , State Responsible for new territory in Ohio and Kentucky selling toxicology laboratory services to physician practices.",23
P009078,resume_classification_phrases,DS2_00267,5,"Regional Account Manager December 2001 to December 2007 Company Name － City , State Developed several new accounts and provided regional sales leadership of the System Development Group.",26
P009079,resume_classification_phrases,DS2_00586,5,"Regional Account Manager January 1997 to January 1999 Company Name － City , State Successfully established relationships with new accounts in multi-regional territory.",20
P009080,resume_classification_phrases,DS2_00531,0,"Regional HR Assistant Manager 03/2008 to 05/2010 It was an all-encompassing experience in a manufacturing setup across the gamut of activities including recruitment & selection, training & development, vendor management.",25
P009081,resume_classification_phrases,DS2_00682,0,"Regional HR Manager/Recruiter 01/1998 to 01/1999 Company Name City , State Provides business and technical consulting, custom software application development, and systems integration solutions for clients in the Energy & Utilities, Communications and Financial markets.",30
P009082,resume_classification_phrases,DS2_00685,5,"Regional Publishing Consultant , 12/2007 to 08/2009 Company Name - City , State Implemented strategic plan to launch CA branch of Nashville based publishing company.",20
P009083,resume_classification_phrases,DS2_00238,11,"Regional Service Coordinator February 2011 to June 2013 Company Name － City , State Developed a New York based clinical Assessment Resource Center in Mid-Town Manhattan.",23
P009084,resume_classification_phrases,DS2_00261,5,"Regional Trainer 04/2004 － 01/2008 Company Name City , State Served as a key resource in employee development.",14
P009085,resume_classification_phrases,DS2_00261,5,"Regional Training Manager 01/2008 － 03/2010 Company Name City , State Oversight of the regional training program in accordance with Corporate Training and Corporate Human Resources.",22
P009086,resume_classification_phrases,DS2_00535,5,"Registrar October 2009 to September 2012 Company Name － City , State Maintained detailed administrative and procedural processes to improve accuracy and efficiency.",21
P009087,resume_classification_phrases,DS2_00054,1,Regularly communicated progress status during the life cycle of an RFP; kept director of business development abreast of relevant project information concerning addenda or changes to initial response specifications.,29
P009088,resume_classification_phrases,DS2_00631,15,Regularly coordinates with other departments on support required from the accounting team.,12
P009089,sales_phrases,36621169,SALES,"Regularly managed several responsibilities at once (such as answering phone calls, cashiering, and organizing fitting room lines).",17
P009090,sales_phrases,36621169,SALES,Regularly managed visual merchandising of in-store displays during overnight shifts.,9
P009091,resume_classification_phrases,DS2_00003,2,Regularly met with internal and external auditors to perform security walkthroughs and assisted in documenting test plans and mitigating findings.,20
P009092,sales_phrases,15620421,SALES,Regularly seek out opportunities to up sell and add on additional merchandise.,12
P009093,sales_phrases,36621169,SALES,"Regularly use iPads to manage my client portfolios, keep up-to-date with Burberry news, obtain information on product availability and in-store stock.",19
P009094,resume_classification_phrases,DS2_00291,11,"Regularly utilized HTML, ODBC, VBA, XML, and Excel to test and improve system processes.",14
P009095,resume_classification_phrases,DS2_00291,11,"Regularly utilized SQL, VBA, XML, and Excel to process daily transactions, commissions, and improve system processes.",16
P009096,resume_classification_phrases,DS2_00385,21,"Relationship Banker August 2004 to October 2006 Company Name - City , State Proactively initiate, develop, and manage long-term, profitable relationships.",18
P009097,resume_classification_phrases,DS2_00611,5,"Relationship Manager II Mar 2007 to Aug 2012 Company Name － City , State Communicated with the District Manager, other Branch Managers, and appropriate staff personnel in order to integrate goals and activities.",31
P009098,sales_phrases,26932091,SALES,Relayed information to the ILECs pertaining to trouble reports.,9
P009099,resume_classification_phrases,DS2_00105,20,Relevant coursework: Consumer behaviour Marketing communications Marketing management Advertising campaign management Change management Intern Communication.,15
P009100,sales_phrases,13637605,SALES,"Reliable Sales Associate with strengths in inventory management, training, and customer service.",12
P009101,sales_phrases,29805310,SALES,Reliable team player and strong communicator.,6
P009102,sales_phrases,27233183,SALES,"Reliable team player with an enthusiastic, outgoing",7
P009103,sales_phrases,18062906,SALES,"Relish Burger Bar-El Dorado Hills 2010 ·Inspect, arrange, and run food in an up-tempo environment ·Assist managers and other staff members in the upkeep of the restaurant ·Interact with customers and ensure customer satisfaction while upselling seasonal and promotional items.",35
P009104,sales_phrases,29184740,SALES,Relocation credentials for assisting transfered employees in the sale of their home or purchase of a home if buyer coming into Atlanta.,22
P009105,sales_phrases,14267489,SALES,Remain calm and work well under demanding conditions.,8
P009106,resume_classification_phrases,DS2_00416,1,"Remain current with and have a thorough understanding of the emerging applications of instructional multimedia, instructional technology and trends in online education, and implement improvements.",25
P009107,sales_phrases,19147494,SALES,"Remained calm and professional in stressful circumstances and when dealing with unhappy customers, effectively diffusing situations.",16
P009108,resume_classification_phrases,DS2_00012,11,Remained up-to-date on latest technologies and solutions applicable to company products in order to provide best support to end-users.,17
P009109,sales_phrases,37360517,SALES,Remind patients to take medications or nutritional supplements.,8
P009110,sales_phrases,25810233,SALES,"Remote Senior Buyer (Fayetteville, AR) 08/2015 to Current Company Name City , State Searching for new and exciting products and reaching out to designers and maufacturers to establish partnerships.",27
P009111,sales_phrases,25810233,SALES,"Remote Senior Buyer in Fayetteville, AR 08/2015 to Current Company Name City , State Searching for new and exciting products and reaching out to designers and manufacturers to establish partnerships.",28
P009112,resume_classification_phrases,DS2_00547,21,"Remote Underwriter , 12/2012 to 10/2016 Company Name – City , State Analyzed income, credit, and collateral documentation making quality risk decisions that comply",19
P009113,sales_phrases,17704246,SALES,"Remove chex, bloods, grade B, dirts and cracks made by the packing process.",13
P009114,sales_phrases,16121015,SALES,"Remove dishes and glasses from tables or counters, take them to kitchen for cleaning.",14
P009115,sales_phrases,92200491,SALES,Remove trash and clean kitchen garbage containers.,7
P009116,sales_phrases,30529547,SALES,Remove trays and stack dishes for return to kitchen after meals,11
P009117,sales_phrases,29399491,SALES,"Removed damaged, out-of-code, not-in-set and discontinued items from displays.",7
P009118,sales_phrases,19147947,SALES,"Removed pallets, freezer boxes and damaged products from returning trailers.",10
P009119,resume_classification_phrases,DS2_00609,13,Renegotiated payment terms with dozens of suppliers.,7
P009120,sales_phrases,55104715,SALES,Reorganized quality control and developed new quality assurance resulting in 75% reduction of customer returns with USD700K yearly savings.,19
P009121,sales_phrases,40987524,SALES,Reorganized the sales floor to meet company demands.,8
P009122,sales_phrases,10138632,SALES,Replace valve stems and remove puncturing objects.,7
P009123,sales_phrases,55477468,SALES,"Replenish, fold, hang, and tidy garments throughout the day.",9
P009124,sales_phrases,28377361,SALES,Replenished floor stock and processed shipments to ensure product availability for customers.,12
P009125,sales_phrases,20552814,SALES,"Replenished supplies, bags and other materials at each cash wrap.",10
P009126,resume_classification_phrases,DS2_00377,11,"Report Analyst Feb 1999 to Oct 2000 Company Name － City , State Analyzed depository data from domestic and foreign banks that account for 85% of the NY District's money supply.",29
P009127,sales_phrases,17704246,SALES,Report any problems to Processing Management.,6
P009128,resume_classification_phrases,DS2_00498,18,Report packages included cash flow statements and a written explanation of variance analysis.,13
P009129,resume_classification_phrases,DS2_00481,18,Report the reasons for late payments and escalate within the organization to help achieve a timely resolution.,17
P009130,resume_classification_phrases,DS2_00424,19,Report to President and owners about progress and any necessary modifications of plans.,13
P009131,resume_classification_phrases,DS2_00170,23,Report to executive management; manage staff of 2 direct reports.,10
P009132,resume_classification_phrases,DS2_00447,19,Report to senior management on the profitability of all projects.,10
P009133,resume_classification_phrases,DS2_00143,8,Report to senior management on weekly basis.,7
