Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P003068,28139742,SALES,"Utilized management information systems to analyze and forecast consumer trends, and identify sales opportunities.",14
P003069,28139742,SALES,"Responsible for productivity improvements for the shipment-intake process, product placement,",9
P003070,28139742,SALES,"Set, monitored, and provided follow-up on logistics productivity goals, and objectives in order to",13
P003071,28139742,SALES,"Developed recruiting, and staffing goals, objectives, and milestones.",8
P003072,28139742,SALES,"Directed all tasks and activities associated with risk management, store safety, and facilities",13
P003073,28139742,SALES,"Responsible for training new logistics managers on proprietary information systems, Point of",12
P003074,28139742,SALES,"Sale back office system, store merchandising, and logistics.",8
P003075,28139742,SALES,"District Manager 03/2004 to 02/2006 Company Name City , State Managed a district of 24 stores in North Carolina and South Carolina.",19
P003076,28139742,SALES,"Created district budget and sales goals based on key performance indicators, data analysis,",13
P003077,28139742,SALES,Created queries to produce vendor reports to drive district sales goals.,11
P003078,28139742,SALES,Negotiated with vendors on special promotions and pricing strategies to maximize store gross,13
P003079,28139742,SALES,"Provided active, directional leadership of store managers, supervisors, and project management",11
P003080,28139742,SALES,"Scheduled, planned, and forecast district inventories using inventory management systems.",10
P003081,28139742,SALES,"Served as the liaison for the company-wide cooler roll program, and web-based POS system.",12
P003082,28139742,SALES,"Performance Manager 09/2003 to 03/2004 Company Name City , State Supported the Area Operations Manager with supervision of 20-26 stores in the district.",19
P003083,28139742,SALES,"Ensured that store operations standards were consistently met in areas such as Door-to-Shelf,",12
P003084,28139742,SALES,"store recovery, inventory preparation, data integrity and customer service.",9
P003085,28139742,SALES,"Took appropriate action in instruction, training, and planning to resolve any problematic areas.",13
P003086,28139742,SALES,Established baseline measures and provided feedback on store-level progress.,8
P003087,28139742,SALES,Evaluated and measured personnel development and monitored the efficiency and effective-,10
P003088,28139742,SALES,ness of training programs through follow-up measures.,6
P003089,28139742,SALES,Evaluated the performance of store managers and store staff in order to enhance process effectiveness and efficiency.,17
P003090,28139742,SALES,Provided technical and professional coordination and leadership in the execution of daily operational activities.,14
P003091,28139742,SALES,"Assisted operations manager in establishing short and long-term goals, objectives and policies",11
P003092,28139742,SALES,Collaborated with the Area Operations Manager regarding appropriate budget levels for stores,12
P003093,28139742,SALES,"taking into account shrink, program compliance, inventory schedule, effective use of field specialists, and other factors.",16
P003094,28139742,SALES,"Assigned additional projects including hiring at job fairs, and grand opening preparation, training",13
P003095,28139742,SALES,"and mentoring store managers, inventory preparation and supervision, shrink control, and conducting store audits.",14
P003096,28139742,SALES,"Store Manager 03/2003 to 09/2004 Company Name City , State Managed a 12,000 square foot store with 10 employees.",15
P003097,28139742,SALES,"Responsibilities included recruiting, hiring and training of all employees.",9
P003098,28139742,SALES,"Supervised store product replenishment, weekly shipment receiving, product merchandising,",9
P003099,28139742,SALES,"department plan-o-gram setting and revisions, vendor relations, and loss prevention.",9
P003100,28139742,SALES,Increased sales from $1.2 million to $1.7 million in 12 months.,9
P003101,28139742,SALES,"Reduced shrink from 5.2% to 4.6%, during my first year managing the store.",11
P003102,28139742,SALES,Promoted to Performance Manager in 2004.,6
P003103,28139742,SALES,"Executive Assistant Manager 01/2001 to 01/2003 Company Name City , State Managed a multi-department store.",11
P003104,28139742,SALES,"Managed, trained and developed assistant managers in the management trainee program.",11
P003105,28139742,SALES,"Consumer Relations Specialist Company Name City , State Trained medical office staff on the Medicaid billing and information system.",18
P003106,28139742,SALES,Developed and implemented community training programs for the Medicaid billing system and,12
P003107,28139742,SALES,"Senior Customer Care Specialist Company Name City , State Maintained retention center database and monitored calls for quality assurance.",18
P003108,28139742,SALES,Developed wireless billing system training program for new associates.,9
P003109,17410700,SALES,SALES ASSOCIATE Professional Summary Sales professional offering nearly 4 years experience in sales and sales management in a retail setting.,20
P003110,17410700,SALES,"Specializes in men and women's wear, with emphasis in building a solid customer base.",14
P003111,17410700,SALES,Lead management team to exceed monthly store sales goal multiple times as Sales Manager.,14
P003112,17410700,SALES,"Earned an achievement in Sales for Management, averaging 20% of the stores sales per month.",15
P003113,17410700,SALES,Lead several departments as the top salesperson by surpassing periodical goals Sold high end product & merchandise to elite celebrities and continued service beyond the store.,25
P003114,17410700,SALES,"Experience Sales Associate Nov 2016 to Mar 2017 Company Name － City , State Described merchandise and services to customers.",18
P003115,17410700,SALES,Completed special client deliveries in person.,6
P003116,17410700,SALES,Evaluated transactions for suspected fraud.,5
P003117,17410700,SALES,"Sales Associate/Brand Ambassador (TOPMAN) Feb 2016 to Nov 2016 Company Name － City , State Opened credit & debit cards to customers.",18
P003118,17410700,SALES,Maintained department in clean and neat manner Arranged items in favorable positions and areas of the store for optimal sales.,20
P003119,17410700,SALES,"Sales Manager/Supervisor Feb 2014 to Feb 2016 Company Name － City , State Computed sales prices, total purchases and processed payments.",18
P003120,17410700,SALES,Operated a cash register to process cash and credit card transactions.,11
P003121,17410700,SALES,"Resolved customer complaints by exchanging merchandise, refunding money and adjusting bills.",11
P003122,17410700,SALES,"Visual Merchandiser / Sales Associate Aug 2013 to Jan 2014 Company Name － City , State Designed displays to make the store experience interactive and engaging.",23
P003123,17410700,SALES,Displayed the appropriate signage for products and sales promotions.,9
P003124,17410700,SALES,"Sales / Cashier Associate / Stock Person Mar 2013 to Aug 2013 Company Name － City , State Received and processed cash and credit payments for in-store purchases.",23
P003125,20141807,SALES,"SALES ASSOCIATE Summary I have been with IBC for nearly a year, and I am looking forward to continuing my carreer as the Sales Lead for the Moore Branch.",29
P003126,20141807,SALES,"I am determined to help my branch continue to grow, and I am excited to continue to develop our Tellers and Sales Associates into outstanding, motivaded, and productive IBC employees.",30
P003127,20141807,SALES,I tried my very best to make sure our customers were satisfied and had a great experience at our dealership.,20
P003128,20141807,SALES,"Maintained a positive attitude throughout the day, despite any difficult situations that may have presented themselves.",16
P003129,20141807,SALES,"Experience 10/2015 to Current Sales Associate Company Name － City , State I am responsible for opening all types of accounts, personal and business, and collecting all the required documentation for those accounts.",30
P003130,20141807,SALES,"I am also responsible for ensuring that all proper documents are signed, scanned, and saved to the appropriate systems.",19
P003131,20141807,SALES,I perform routine maintenance on all accounts.,7
P003132,20141807,SALES,"I Prepare Consumer and Small Business Loan applications, complete with all supporting documents, and send them to the appropriate Loan Liason.",21
P003133,20141807,SALES,"I prepare Legal Document Review Forms, along with any/all supporting documents, (Death Certificates, Marriage Licenses, Trust Documents, Wills, etc.)",18
P003134,20141807,SALES,and send them to our legal department for review.,9
P003135,20141807,SALES,"After I hear back, I revise/close the account needing legal review.",10
P003136,20141807,SALES,"I often need to determine if an account may need a fraud hold placed on it, and submit the proper paperwork.",21
P003137,20141807,SALES,"I make, answer, and return phone calls, and help customers with whatever they may need.",15
P003138,20141807,SALES,"Issue and deactivate Debit Cards on a daily basis, based on a customer's needs.",14
P003139,20141807,SALES,I am responsible for our Vault procedures here at our branch.,11
P003140,20141807,SALES,"I help balance, sell, buy, ship money in/out.",7
P003141,20141807,SALES,"I have reached at least Bronze performance every month, often reaching Silver and Gold.",14
P003142,20141807,SALES,I am responsible for the day to day activity that happens inside the branch.,14
P003143,20141807,SALES,I received recognition for being a top performer during the second quarter of 2015.,14
P003144,20141807,SALES,"I have helped Moore Branch perform at Bronze, being the only sales associate in the branch, and without even having a manager.",22
P003145,20141807,SALES,"I am able to navigate Precision, Horizon, Outlook, IMS, DX Enterprise, Elan, and any other website or system we use here at IBC.",23
P003146,20141807,SALES,"06/2014 to 12/2014 Assistand/Warranty Administrator Company Name － City , State Conduct all payment transactions for the Service Department.",14
P003147,20141807,SALES,Send out invoices and bills to third party repair shops.,10
P003148,20141807,SALES,Send all service reminders via email.,6
P003149,20141807,SALES,Complete check out of rental cars.,6
P003150,20141807,SALES,Scann all records into the database.,6
P003151,20141807,SALES,Order and deliver lunch for all employees and customers on Saturdays.,11
P003152,20141807,SALES,Answer all phone calls directed to the service department.,9
P003153,20141807,SALES,Advise customers when their vehicles were ready for pickup.,9
P003154,20141807,SALES,"Communicated with the mechanics and service advisors frequently in order to help the days run smoothly, and to help accomplish the work needed to be done.",26
P003155,20141807,SALES,"11/2009 to 09/2015 Company Name － City , State Greet parents with a smile and a warm, inviting attitude.",15
P003156,20141807,SALES,Direct children to the appropriate place; make sure he/she is happy and comfortable.,12
P003157,20141807,SALES,"Sort through backpacks and homework and notes that have been sent by parents, or paperwork that has been returned to the teachers, and distribute the things where they need to go.",31
P003158,20141807,SALES,Keep the classroom clean and organized.,6
P003159,20141807,SALES,Take inventory of the classroom supplies and order more when necessary.,11
P003160,20141807,SALES,Submit and distribute book orders and fundraiser information.,8
P003161,20141807,SALES,Type and send all correspondence to parents as needed.,9
P003162,20141807,SALES,Plan activities for the week.,5
P003163,20141807,SALES,Make sure to have one on one time with each student every day.,13
P003164,20141807,SALES,Substitute in the front office as needed: Answer/transfer calls; take messages;take messages; receive money and keep record of it;type newsletters for the school; any other needs that may have to be taken care of.,35
P003165,20141807,SALES,"Learned patience, kindness, and how to stay organized, focused and calm under pressure.",13
P003166,20141807,SALES,I feel that my greatest accomplishment at FUMC was the positive impact I had on my students and their parents' lives.,21
P003167,20141807,SALES,There is no better feeling in the world than to know that you have made a positive difference in someone's life.,21
P003168,20141807,SALES,"Education and Training May 2008 High School Diploma Madill High School － City , State Graduated in the top 10% of my class",21
P003169,20141807,SALES,Captain of our Drill Team,5
P003170,20141807,SALES,"President of the High School Show Choir Jan. 2010 Elementary Education Ardmore Higher Education Center － City , State Elementary Education 3.4 Unfortunately did not receive a degree.",24
P003171,20141807,SALES,I withdrew from classes to take care of my grandmother.,10
P003172,20141807,SALES,"Work History Company Name Skills balance, book, database, Debit, documentation, email, Forms, front office, IMS, inventory, Legal, notes, money, Outlook, Enterprise, newsletters, sales, take messages, phone, Type, website Additional Information 2",31
P003173,16280971,SALES,"SALES REP Summary Sales Executive offering outstanding sales presentation, communication, closing skills,  and  team management skills.",16
P003174,16280971,SALES,"High-energy, results-oriented leader with an entrepreneurial attitude.",5
P003175,16280971,SALES,Desires a high-level position in a professional service oriented environment.,9
P003176,16280971,SALES,"Core Accomplishments Founded The Success Group and grew personal sales to $200, the first year with a steady growth for the next 5 years.",24
P003177,16280971,SALES,Negotiated campaigns in conjunction with radio and print advertising to increase service dept.sales ( Ex: Free teddy bears given for Valentines' Day to the ladies who came in for an oil change.),30
P003178,16280971,SALES,"Partnered with a Non-profit organization increasing our sales to them to over $150, yearly, helping increase awareness and donations with their donors.",21
P003179,16280971,SALES,Networked within this organization to gain business with other departments.,10
P003180,16280971,SALES,"Experience Sales Rep 05/2017 to 04/1993 Company Name Telemarketed to Presidents and CEO's of successful area companies to use our services, averaging 100 calls a week, 13 appointments per wk resulting in 1 sale per wk.",34
P003181,16280971,SALES,"Managed a tickler file to boost sales Conducted on-air interviews with Presidents, CEOs, Physicians, and their clients for testimonials.",18
P003182,16280971,SALES,"President 12/1998 to Current Company Name City , State Strengthened company's business by leading implementation of [project] .",15
P003183,16280971,SALES,"Company and Client management expertise including: Business development, promotional sales, interaction with client, supplier, and employees for excellent customer service, marketing communications, budget management for overall operations.",27
P003184,16280971,SALES,"Used industry knowledge, listening skills, and creativity to match items for clients needs while staying within their budget.",18
P003185,16280971,SALES,"Achieved new business through networking within companies, as well as attending networking events.",13
P003186,16280971,SALES,"Partnered with a Non-profit organization increasing our sales to them to over $150, yearly, helping increase awareness as well as gifts from their donors.",23
P003187,16280971,SALES,Networked within this organization as well as others to gain business with other departments.,14
P003188,16280971,SALES,"Associate Producer 04/1993 to 12/1998 Company Name City , State Production company that aired on WSB-TV Project management expertise including: telemarketing, sales, scheduling productions, purchasing air time, managing overall production of segments.",28
P003189,16280971,SALES,Interviewed Presidents and CEO's of companies in the Atlanta Business Arena.,11
P003190,16280971,SALES,Interfaced with the decision makers to quickly determine their needs.,10
P003191,16280971,SALES,Sold and produced 32 segments a year.,7
P003192,16280971,SALES,Negotiated a partnership with WSB-TV to include a segment from Inside America in their Advertising,14
P003193,16280971,SALES,"Packages during the Olympics, resulting in increased revenue for WSB, as well as for Inside America.",16
P003194,16280971,SALES,"Examples of the caliber of companies we profiles: Emory Healthcare, Kimberly Clark, Alumax, Coca Cola Bottlers of Chattanooga,.",18
P003195,16280971,SALES,"07/1983 to Current Company Name City , State promotional advertising distributor)",9
P003196,16280971,SALES,Purchased existing company with revenue of $60K per year and grew it to $1.5 Million in 5 Years.,17
P003197,16280971,SALES,"Developed programs for large auto dealer with apparel, mugs, and notepads which garnered monthly repeat business.",16
P003198,16280971,SALES,Designed a program for the Masonry Assoc using caps embroidered  with the Masonry logo and their own company name.,19
P003199,16280971,SALES,This program resulted in Signature Advertising to become the #1 cap seller in the COUNTRY.,15
P003200,16280971,SALES,"Won the ""Best of Show"" award at the Homebuilders Association Tradeshow.",11
P003201,16280971,SALES,"Top qualities: Great Results, High Integrity, Creative",7
P003202,16280971,SALES,"""Karen became a trusted vendor to me.",7
P003203,16280971,SALES,"I could consistently trust her for quality products, while keeping to my timeline and budget.",15
P003204,16280971,SALES,"She truly went the extra mile for me each time we worked together.""",13
P003205,16280971,SALES,"Education and Training Bachelor of Arts University of Columbus City , State Activities and Honors Member of asi, (Advertising Specialty Institute)",20
P003206,16280971,SALES,Member of Atlanta Promotional Marketing Association,6
P003207,16280971,SALES,Member of BNI (Business Networking Institute),6
P003208,16280971,SALES,Chairmen for 1st Annual Gardens Alive Summer Soiree & Silent Auction benefitting the Justin Time Foundation for Missing Teens & Young Adults,20
P003209,16280971,SALES,Elected to the Board of Directors for Pathway East Walk to Emmaus in 2009,14
P003210,16280971,SALES,Elected Secretary for the Board of Directors for Pathway East in 2010,12
P003211,16280971,SALES,"Elected for the Board of Directors for Trafficking in America Task Force 2011 National Winner of Senior Talent at the COG Jubilee in Strings bowed category in 2004, 2005, 2006.",30
P003212,16280971,SALES,National Runner Up of Senior Talent at COG Jubilee in Piano in 2004.,13
P003213,16280971,SALES,"Skills People Skills, New Business Development, Sales, Client Management, Customer Service, Management, Marketing Communications,  Networking, Presentations, Team Player        Customer Testimonial Melinda Gibson(VP with IN Touch Ministries stated:   ""Karen became a trusted vendor to me.",35
P003214,16280971,SALES,"I could consistently trust her for quality products, while keeping to my timeline and budget.She truly went the extra mile for me each time we worked together.""",26
P003215,34131484,SALES,"further my career in sales, customer satisfaction and grow in business",11
P003216,34131484,SALES,Highlights Bi-lingual  Exceptional customer service skills Established track record of exceptional sales results Compelling leadership skills Trained in business development Accomplishments,20
P003217,34131484,SALES,database with customer and sales information.,6
P003218,34131484,SALES,"prospective customers to build relationship Residential Sales Specialist January 2013 to January 2016 Company Name － City , State Responsible",18
P003219,34131484,SALES,"of selling TV cable, internet and phone services onsite properties.",10
P003220,34131484,SALES,penetration to 97% on revenue on multiple properties.,8
P003221,34131484,SALES,"add-on services to existing customers, generating incremental revenue.",7
P003222,34131484,SALES,sales teams on educational products at seminars and special events.,10
P003223,34131484,SALES,"closely with company executives to identify new business opportunities,",9
P003224,34131484,SALES,monthly commissions payroll reports for 10+ sales representatives.,7
P003225,34131484,SALES,"customers' questions about products prices, availability, uses and credit",9
P003226,34131484,SALES,and executed annual sales plans and strategies for Miami and West Palm territory.,13
P003227,34131484,SALES,"Monitored market conditions, product innovations and competitor activity, and adjusted account sales approach to address latest market developments.",18
P003228,18885231,SALES,Establish referral programs using OTF sales system.,7
P003229,18885231,SALES,"08/2016 to 11/2016 Marketing Coordinator Company Name － City , State Promote ridesharing programs by hosting events at client locations.",16
P003230,18885231,SALES,Develop marketing flyers using Publisher.,5
P003231,18885231,SALES,Manage all aspects of event production.,6
P003232,18885231,SALES,Support Field Directors in project management.,6
P003233,18885231,SALES,"Manage social media accounts (Facebook, Twitter).",6
P003234,18885231,SALES,"Intern Company Name － City , State Helped film the Malden holiday parade using editing skills.",14
P003235,18885231,SALES,Designed brochures for upcoming events.,5
P003236,18885231,SALES,Collaborated with members of the Malden neighborhood.,7
P003237,18885231,SALES,"Staff Writer Company Name － City , State Student -run campus newspaper.",9
P003238,18885231,SALES,Researched information for news articles using library and web sources.,10
P003239,18885231,SALES,Composed and edited informational articles as well as conduct interviews.,10
P003240,18885231,SALES,Gained knowledge in taking photographs and writing captions and sidebars.,10
P003241,18885231,SALES,"11/2013 to 06/2016 Customer Service/Sales Representative Company Name － City , State Help customers resolve billing questions, collect payments, and renew oil contracts.",18
P003242,18885231,SALES,Answer inbound calls and make outbound calls.,7
P003243,18885231,SALES,Promote oil as a safer choice.,6
P003244,18885231,SALES,"Skills billing, brochures,  client, editing, email, event production, film, marketing, Excel, Microsoft Office, Outlook, PowerPoint, Publisher, Word,sales,salesforce",19
P003245,15620421,SALES,CENTER SALES Summary Results-oriented customer service manager with diverse background in management and customer service.,14
P003246,15620421,SALES,Dedicated to providing excellent customer service and making operational and procedural improvements.,12
P003247,15620421,SALES,Identifying prospective customers using lead generating methods and setting up reservations for various pieces of equipment.,16
P003248,15620421,SALES,Field an average of 5 0 customer service calls per day.,11
P003249,15620421,SALES,Recommend and help customers select merchandise based on their needs.,10
P003250,15620421,SALES,"Serve as liaison between customers, store personnel and various store departments.",11
P003251,15620421,SALES,Confirm that appropriate changes were made to resolve customers' problems with reservations.,12
P003252,15620421,SALES,Inform customers about sales and promotions in a friendly and engaging manner.,12
P003253,15620421,SALES,Processed up to 30 customer orders per day.,8
P003254,15620421,SALES,Track down sources of special products and services to meet customers' special needs.,13
P003255,15620421,SALES,Manage wide variety of customer service and administrative tasks to resolve customer issues quickly and efficiently.,16
P003256,15620421,SALES,"I deal with some confidential information such as the name on credit cards, the card number and expiration date, storage information, addresses, and emails.",24
P003257,15620421,SALES,Update database with customer and sales information.,7
P003258,15620421,SALES,Provide accurate and appropriate information in response to customer inquiries.,10
P003259,15620421,SALES,Address customer service inquiries in a timely and accurate fashion.,10
P003260,15620421,SALES,Excelled in exceeding daily goals.,5
P003261,15620421,SALES,"Achieved high sales percentage with consultative, value-focused customer service approach.",9
P003262,15620421,SALES,Compute accurate sales prices for rental and purchase transactions.,9
P003263,15620421,SALES,Express appreciation and invite customers to return to the store.,10
P003264,15620421,SALES,Develop  a relationship with  new customer prospects or referrals.,9
P003265,15620421,SALES,Regularly seek out opportunities to up sell and add on additional merchandise.,12
P003266,15620421,SALES,Communicate all merchandise needs or issues to appropriate supervisors.,9
P003267,15620421,SALES,Generate leads for new sales through telephone contact with customers.,10
P003268,15620421,SALES,"Manager on Duty/ Team Lead , 03/2011 to 09/2012 Company Name － City , State   Developed effective relationships with all call center departments through clear communication.",20
P003269,15620421,SALES,Ran reports and supplied data to fulfill customer report requirements.,10
P003270,15620421,SALES,Ensured that no shift was under or overstaffed by completing daily and weekly staffing schedules according to expected business volumes.,20
P003271,15620421,SALES,Coordinated break and meal periods for staff according to activity levels.,11
P003272,15620421,SALES,Directed employees through their daily routines.,6
P003273,15620421,SALES,Provided leadership to a team during a shift.,8
P003274,15620421,SALES,Motivated staff to deliver better results.,6
P003275,15620421,SALES,Monitored staff performance during a shift and addressed any shortcomings.,10
P003276,15620421,SALES,Mentored and trained new employees.,5
P003277,15620421,SALES,Made sure that all staff were properly dressed and enforced grooming and appearance standards.,14
P003278,15620421,SALES,Ensured the correct staffing levels for each shift.,8
P003279,15620421,SALES,Completed payroll records and ensured that all staff files were up to date.,13
P003280,15620421,SALES,Being involved in and contributing to team meetings.,8
P003281,15620421,SALES,Making sure that all staff had the basic skills training needed to perform their jobs.,15
P003282,15620421,SALES,Monitored the daily activities of 10-40 customer support team members.,9
P003283,15620421,SALES,Provided a high level of product and leadership support to representatives and clients.,13
P003284,15620421,SALES,"Effectively communicated with team members to maintain clearly defined expectations.​ Receptionist/ Office Clerk , 07/2007 to 09/2008 Company Name － City , State   Planned travel arrangements for 15-20  staff.",21
P003285,15620421,SALES,"Made copies, sent faxes and handled all incoming and outgoing correspondence.",11
P003286,15620421,SALES,"Organized files, developed spreadsheets, faxed reports and scanned documents.",9
P003287,15620421,SALES,"Receptionist , 10/2004 to 08/2005 Company Name － City , State Received and screened a high volume of internal and external communications, including email and mail.",21
P003288,15620421,SALES,Managed daily office operations and maintenance of equipment.,8
P003289,15620421,SALES,Created and maintained spreadsheets using advanced Excel functions and calculations to develop reports and lists.,15
P003290,15620421,SALES,Received and distributed faxes and mail in a timely manner.,10
P003291,15620421,SALES,"Properly routed agreements, contracts and invoices through the signature process.",10
P003292,15620421,SALES,Posted open positions on company and social media websites.,9
P003293,15620421,SALES,Supplied key cards and building access to employees and visitors.,10
P003294,15620421,SALES,Wrote reports and correspondence from dictation and handwritten notes.,9
P003295,15620421,SALES,"Payoff Specialist , 12/2001 to 06/2003 Company Name － City , State Responsible for filling out credit applications for customers interested in refinancing their automobile loans.",21
P003296,15620421,SALES,Answered any questions in reference to the refinancing process.,9
P003297,15620421,SALES,Transferred calls to the appropriate party when needed.,8
P003298,15620421,SALES,When I worked in the payoff department I had the responsibility of calling financial institutions and getting the payoff amount of the customer's current vehicle loan.,26
P003299,15620421,SALES,Generating reports with the payoff information for the loan officers.,10
P003300,15620421,SALES,Assisting loan officers as needed with overflow calls and any other work they needed done.,15
P003301,15620421,SALES,"Education High School Diploma : general , 2000 John F Hodge High － City , State , USA Coursework in Marketing, Business Management and Communications.",20
P003302,15620421,SALES,Member of  Debate and Speech Clubs.,6
P003303,15620421,SALES,Data Entry Office Assistant Certificate.,5
P003304,15620421,SALES,"Languages Fluent English reading and writing Technical Skills and Qualifications Microsoft Word, Excel, Power Point, Outlook",16
P003305,31199035,SALES,"Professional Experience 01/2010 to 01/2011 Sales Associate Company Name － City , State Assisting customers to the area in the store they needed to go to or need help in.",26
P003306,31199035,SALES,Putting merchandise in the correct it was assign to.,9
P003307,31199035,SALES,Assist customers with choices and help them locate them and provide information about the product in question.,17
P003308,31199035,SALES,Helping customers who don't know English as a second language.,10
P003309,31199035,SALES,"03/2014 to 03/2015 Cashier Company Name － City , State My duty was to greet all customers entering into the store.",17
P003310,31199035,SALES,"Handling all the cash transactions and receiving payments with cash, credit/debit cards and checks.",13
P003311,31199035,SALES,Guiding and solving queries of customers.,6
P003312,31199035,SALES,Providing training and assistance to new joined cashier.,8
P003313,31199035,SALES,Keep my area neat and organized.,6
P003314,31199035,SALES,"05/2016 to 07/2016 Housekeeper Company Name － City , State My duty as a housekeeper was to clean and maintain the rooms and premises in and around the hotel.",25
P003315,31199035,SALES,"Vacuum, empty wastepaper and ashtrays, transport trash to waste disposal equipment, dust, change the bed sheets and pillow cases and dust.",21
P003316,31199035,SALES,"01/2010 to 01/2011 Sales Associate Company Name － City , State Assisting customers to the area in the store they needed to go to or need help in.",24
P003317,85918100,SALES,"SALES AGENT Core Qualifications Compliance Policies and Procedures (CSC) People Soft Query (DynCorp) Experienced in the use of Deltek Costpoint, PeopleSoft, Oracle and SAP.",24
P003318,85918100,SALES,Proficient in the use of Microsoft Office software.,8
P003319,85918100,SALES,Email programs include Outlook and Lotus Notes.,7
P003320,85918100,SALES,"Experience Sales Agent September 2016 to Current Company Name － City , State Prepare documents such as representation contracts, purchasing statements, closing agreements, leases and deeds.",24
P003321,85918100,SALES,"Accompany buyers during visits to and inspection of property, advising them on the suitability and value of the homes based on current market conditions.",24
P003322,85918100,SALES,Evaluate mortgage option helping clients obtain financing at the best rate and terms.,13
P003323,85918100,SALES,Provide expertise and advice to clients and prepare their home to be competitively priced and sell quickly.,17
P003324,85918100,SALES,"Reviewed and performed in-depth analysis of supplier proposal responses to ensure the most responsive, responsible subcontractor was selected for award.",19
P003325,85918100,SALES,"Negotiated subcontract terms and provided interpretation and advice to the Program Manager concerning the requirements of the subcontract, to ensure compliance with the FAR and company policy.",27
P003326,85918100,SALES,"As the senior level Administrator in the department, I provided guidance and work leadership to less-experienced Subcontracts Administrators.",17
P003327,85918100,SALES,"Subcontracts Administrator August 2009 to July 2012 Company Name － City , State Responsible for managing cradle-to-grave (Capture to Closeout) procurement process for over forty five (45) major Task Orders, valued at 1 Billion dollars.",32
P003328,85918100,SALES,Supported the development and execution of over 90 proposal efforts with up to fifteen (15) subcontractors per program.,18
P003329,85918100,SALES,Procurement activities involved purchasing hardware and software products; construction projects; aircraft maintenance and training programs; associated labor and training projects for simulation technical services,24
P003330,85918100,SALES,"Prepared bids, processed specifications, progress and other reports; advised management of contractual rights and obligations; compile and analyze data, and maintain historical information, while working closely with program managers, project managers, finance and engineering.",34
P003331,85918100,SALES,"Subcontracts Administrator/Buyer June 2008 to June 2009 Company Name － City , State Provided cradle-to-grave administration of assigned subcontracts and task orders with a cumulative value of over 20 million dollars.",27
P003332,85918100,SALES,"Reviewed customer solicitations, issued subcontractor RFPs and negotiated pricing and terms in order to protect the company's interests and provide a cost savings.",23
P003333,85918100,SALES,"Developed and negotiated all post-award subcontract documents to ensure compliance with Government regulations, prime contract requirements, and company policies.",18
P003334,85918100,SALES,Issued subcontract or task order modifications as necessary.,8
P003335,85918100,SALES,"Prepared RFPs and bid packages, conducted bidders' conferences, analyzed and evaluated proposals, selected and recommended subcontractors, wrote awards, and administered resulting subcontracts.",22
P003336,85918100,SALES,"Negotiated and coordinated additions, deletions, or modifications as needed.",9
P003337,85918100,SALES,"Developed specifications, work statements, and terms and conditions for the procurement of specialized materials, equipment, and services valued over 20 million dollars.",22
P003338,85918100,SALES,Participated in the development of subcontract policies and procedures.,9
P003339,85918100,SALES,"Buyer August 2004 to October 2006 Company Name － City , State Conducted procurement actions for various Government programs in accordance with the prime contracts, FAR, DFARS, company policies and CPSR requirements.",30
P003340,85918100,SALES,"Analyzed purchase requisitions; initiated RFQs/RFPs; reviewed bids; selected vendors; negotiated terms, conditions and pricing of materials or services to be procured; issued purchase orders or subcontracts by utilizing Costpoint.",28
P003341,85918100,SALES,"Provided an overall cost savings to the company of over $20,000.",10
P003342,85918100,SALES,"Completed all necessary file documentation to include price analysis, memorandums of negotiation, determination of commerciality, etc.",16
P003343,85918100,SALES,Tracked vendor delivery of products or services and expedited orders as needed.,12
P003344,85918100,SALES,"Provided support for subcontracting activities with NDAs, Teaming Agreements, Consultant Agreements, Subcontract Modifications and Task Orders.",16
P003345,85918100,SALES,Identified new sources and procured products and services with emphasis on seeking out women and minority suppliers to assist in the achievement of subcontracting goals in accordance with FAR/DFARS.,28
P003346,85918100,SALES,"Education B.S : Management/Psychology , 1997 University of Maryland － City , State Management/Psychology Subcontract Management (JA White & Associates, Inc.)",13
P003347,14381464,SALES,SALES ASSOCIATE Summary My goal is to become associated with a company where i can utilize my skills and gain further experience while,23
P003348,14381464,SALES,enhancing the company's productivity and reputation.,6
P003349,14381464,SALES,"Experience 12/2014 to 02/2015 Sales Associate Company Name － City , State Manage store alone (3rd shift)",13
P003350,14381464,SALES,"05/2012 to 09/2012 Dishwasher/cook Company Name － City , State Cooked and Cleaned working out of a Hawaiian food cart 01/2010 to 05/2015 Landscaper Company Name － City , State Customer service",23
P003351,14381464,SALES,Worked as Landscaper in Preston's Tree Service from Jan 2010 to May 2015,13
P003352,14381464,SALES,"Pressure wash. Education 2013 Diploma David Douglas High School 3.0 Skills Excellent Customer service, Customer service, Works, Fast learner, Roofing",18
P003353,23782450,SALES,SALES MANAGER Summary Friendly and enthusiastic with over six years of specialization in hospitality.,14
P003354,23782450,SALES,Able to learn new tasks quickly and proficient in growing key customer relationships.,13
P003355,23782450,SALES,"Represent establishment with friendly, professional demeanor at all times.",9
P003356,23782450,SALES,Able to work in a fast paced establishment and passionate about exceeding expectations.,13
P003357,23782450,SALES,"Assisted customers over the phone regarding store operations, product, promotions, and orders.",12
P003358,23782450,SALES,"Experience Sales Manager 01/2015 － 07/2015 Company Name City , State Active Learning",9
P003359,23782450,SALES,Obtain merchandise from bins or shelves.,6
P003360,23782450,SALES,"Cashier Zaxbys 09/2014 － 01/2015 City , State Receive payment by cash, check, credit cards, vouchers, or automatic debits.",15
