JD_ID,Industry,Role_Family,Seniority,Region,Framing,Full_Job_Description,Source_Phrases
EXP_108,Project Management / Programme Management,Project Management,Senior-Level,China,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.

**Competencies:**
- Identify problems and drive to a resolution.
- Set high standards of performance for self and others.
- Coordinate people and processes to ensure projects are delivered on time.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Develop and manage successful relationships with clients.
- Foster effective communication and manage conflicts within teams.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_109,Project Management / Programme Management,Project Management,Senior-Level,Europe,Neutral,"**Job Title:** Senior-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_110,Project Management / Programme Management,Project Management,Senior-Level,Europe,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.

**Competencies:**
- Identify problems and drive to a resolution.
- Set high standards of performance for self and others.
- Coordinate people and processes to ensure projects are delivered on time.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Develop and manage successful relationships with clients.
- Foster effective communication and manage conflicts within teams.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_111,Project Management / Programme Management,Project Management,Senior-Level,Singapore,Neutral,"**Job Title:** Senior-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_112,Project Management / Programme Management,Project Management,Senior-Level,Singapore,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.

**Competencies:**
- Identify problems and drive to a resolution.
- Set high standards of performance for self and others.
- Coordinate people and processes to ensure projects are delivered on time.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Develop and manage successful relationships with clients.
- Foster effective communication and manage conflicts within teams.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_113,Project Management / Programme Management,Project Management,Entry-Level,USA,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_114,Project Management / Programme Management,Project Management,Entry-Level,USA,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_115,Project Management / Programme Management,Project Management,Entry-Level,China,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_116,Project Management / Programme Management,Project Management,Entry-Level,China,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_117,Project Management / Programme Management,Project Management,Entry-Level,Europe,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_118,Project Management / Programme Management,Project Management,Entry-Level,Europe,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_119,Project Management / Programme Management,Project Management,Entry-Level,Singapore,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_120,Project Management / Programme Management,Project Management,Entry-Level,Singapore,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_121,Project Management / Programme Management,Project Management,Senior-Level,USA,Neutral,"**Job Title:** Senior-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_122,Project Management / Programme Management,Project Management,Senior-Level,USA,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_123,Project Management / Programme Management,Project Management,Senior-Level,China,Neutral,"**Job Title:** Senior-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_124,Project Management / Programme Management,Project Management,Senior-Level,China,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_125,Project Management / Programme Management,Project Management,Senior-Level,Europe,Neutral,"**Job Title:** Senior-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_126,Project Management / Programme Management,Project Management,Senior-Level,Europe,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_127,Project Management / Programme Management,Project Management,Senior-Level,Singapore,Neutral,"**Job Title:** Senior-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_128,Project Management / Programme Management,Project Management,Senior-Level,Singapore,Balanced,"**Job Title:** Senior-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Prepare and sign mandatory documentation.
- Act as the point of contact for client requests.
- Apply project strategies to daily operations.
- Ensure project success through the delivery of technical solutions.
- Monitor campaign delivery and provide adjustments to clients.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Possess pre-sales exposure.
- Demonstrate an understanding of risks and downstream impacts of inaccurate data capture.
- Demonstrate project management, consulting, and facilitation knowledge.
- Utilize formal project management techniques.

**Competencies:**
- Identify problems and drive to a resolution.
- Remain results-driven in all project phases.
- Navigate uncertainty with professional composure.
- Drive interpersonal relationships, foster effective communication, and manage conflicts.
- Establish solid working relationships with multiple clients.
- Facilitate team and client meetings effectively.","P_007264, P_018320, P_007269, P_018316, P_022700, P_009988, P_009611, P_006731, P_006732, P_006717, P_006329, P_022714, P_006713, P_022718, P_006714, P_007281, P_018315, P_022704"
EXP_129,Project Management / Programme Management,Project Management,Entry-Level,USA,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_130,Project Management / Programme Management,Project Management,Entry-Level,USA,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.

**Competencies:**
- Identify problems and drive resolutions.
- Maintain high attention to detail and accuracy.
- Exercise strong decision-making abilities.
- Partner with business operations and sales teams to track opportunities and ensure they remain in scope.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Act as a team player in all professional interactions.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_131,Project Management / Programme Management,Project Management,Entry-Level,China,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_132,Project Management / Programme Management,Project Management,Entry-Level,China,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.

**Competencies:**
- Identify problems and drive resolutions.
- Maintain high attention to detail and accuracy.
- Exercise strong decision-making abilities.
- Partner with business operations and sales teams to track opportunities and ensure they remain in scope.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Act as a team player in all professional interactions.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_133,Project Management / Programme Management,Project Management,Entry-Level,Europe,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_134,Project Management / Programme Management,Project Management,Entry-Level,Europe,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** Europe

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.

**Competencies:**
- Identify problems and drive resolutions.
- Maintain high attention to detail and accuracy.
- Exercise strong decision-making abilities.
- Partner with business operations and sales teams to track opportunities and ensure they remain in scope.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Act as a team player in all professional interactions.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_135,Project Management / Programme Management,Project Management,Entry-Level,Singapore,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
EXP_136,Project Management / Programme Management,Project Management,Entry-Level,Singapore,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** Singapore

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with additional ad hoc tasks to support the team.
- Act as the point of contact for all client requests.
- Apply best practices for the business environment.
- Work with sales and operations teams to launch campaigns and assist in optimizations to maintain goals.
- Develop detailed project plans to monitor and track progress.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Own, drive, and communicate projects.
- Possess a degree in management or equivalent experience.
- Conduct compliance assessments at appropriate milestones.
- Ensure compliance with guidelines for commercial aspects.

**Competencies:**
- Identify problems and drive resolutions.
- Maintain high attention to detail and accuracy.
- Exercise strong decision-making abilities.
- Partner with business operations and sales teams to track opportunities and ensure they remain in scope.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Act as a team player in all professional interactions.","P_007264, P_018320, P_018316, P_022702, P_009612, P_009607, P_006731, P_009989, P_022712, P_007275, P_007272, P_006713, P_022722, P_022716, P_009608, P_022708, P_009989"
