Log_ID,Phrase_ID,Original_Phrase,Split_Output,Phrase_Type,Competency,Decision,Confidence,Reason,Model,Prompt_Version,Timestamp
LOG_000303,P_007969,Overview The Contracts Administrator supports our expanding client base and our sales team through contracts and data management.,Contracts Administrator supports client base and sales team through contracts and data management.,Requirement,Neutral,Keep,100,Task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865896
LOG_000304,P_019088,Online Advertisement spending and management.,Online Advertisement spending and management.,Requirement,Neutral,Keep,90,Hard skill/domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865915
LOG_000305,P_022699,"Managing, leading, motivating, coaching and training PS Team Leads.",Managing Team Leads.,Requirement,Neutral,Split,95,Task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865921
LOG_000306,P_022699,"Managing, leading, motivating, coaching and training PS Team Leads.",Leading Team Leads.,Competency,Agentic,Split,95,Leadership competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865925
LOG_000307,P_022699,"Managing, leading, motivating, coaching and training PS Team Leads.",Motivating Team Leads.,Competency,Agentic,Split,95,Motivational trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865928
LOG_000308,P_022699,"Managing, leading, motivating, coaching and training PS Team Leads.",Coaching Team Leads.,Competency,Communal,Split,95,Mentorship/coaching competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865932
LOG_000309,P_022699,"Managing, leading, motivating, coaching and training PS Team Leads.",Training Team Leads.,Requirement,Neutral,Split,95,Task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865935
LOG_000310,P_011889,Strong knowledge of and experience with employee health benefits.,Strong knowledge of and experience with employee health benefits.,Requirement,Neutral,Keep,100,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865942
LOG_000311,P_012376,Essential Behaviours/ Skills : A self-starter Determined and pro-active Energetic and impactful agent of change Highly analytical and strong communicator Make meaningful sense of data,Self-starter.,Competency,Agentic,Split,100,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865948
LOG_000312,P_012376,Essential Behaviours/ Skills : A self-starter Determined and pro-active Energetic and impactful agent of change Highly analytical and strong communicator Make meaningful sense of data,Determined and pro-active.,Competency,Agentic,Split,100,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865952
LOG_000313,P_012376,Essential Behaviours/ Skills : A self-starter Determined and pro-active Energetic and impactful agent of change Highly analytical and strong communicator Make meaningful sense of data,Energetic and impactful agent of change.,Competency,Agentic,Split,100,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865955
LOG_000314,P_012376,Essential Behaviours/ Skills : A self-starter Determined and pro-active Energetic and impactful agent of change Highly analytical and strong communicator Make meaningful sense of data,Highly analytical.,Competency,Agentic,Split,100,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865959
LOG_000315,P_012376,Essential Behaviours/ Skills : A self-starter Determined and pro-active Energetic and impactful agent of change Highly analytical and strong communicator Make meaningful sense of data,Strong communicator.,Competency,Communal,Split,100,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865962
LOG_000316,P_008278,Defines the structure of the necessary functions,Defines the structure of the necessary functions.,Requirement,Neutral,Keep,90,Task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865967
LOG_000317,P_008506,"- Developing and executing on product mix, inventory, and pricing strategies based on historical data, industry trends and customer buying patterns.","Developing and executing on product mix, inventory, and pricing strategies based on historical data, industry trends and customer buying patterns.",Requirement,Neutral,Keep,100,Hard skills/Task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865973
LOG_000318,P_008105,"ResponsibilitiesQualitative Research - Facilitate screening, scheduling and confirming of respondents for TDIs, focus groups, in-person IDIs, online qual interviews, etc.","Facilitate screening, scheduling and confirming of respondents for research.",Requirement,Neutral,Keep,95,Administrative task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865978
LOG_000319,P_020948,Competencies Trainee will gain exposure to the safety and supply chain management.,Trainee will gain exposure to the safety and supply chain management.,Requirement,Neutral,Keep,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865983
LOG_000320,P_007320,"A non-banking institution which helps to provide global inventory solutions, is seeking a Procurement Director - Financial Services/Trade Finance to help launch their Indonesian operations.",A non-banking institution is seeking a Procurement Director to help launch their [Location] operations.,Requirement,Neutral,Keep,95,Job title and operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865989
LOG_000321,P_008508,"- Ability to provide strategic leadership, direction, and development.",Strategic leadership.,Competency,Agentic,Split,100,Leadership competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865995
LOG_000322,P_008508,"- Ability to provide strategic leadership, direction, and development.",Direction.,Competency,Agentic,Split,100,Leadership competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.865998
LOG_000323,P_008508,"- Ability to provide strategic leadership, direction, and development.",Development.,Competency,Communal,Split,95,Mentorship trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866001
LOG_000324,P_021872,Work with Finance and CCO to ensure that e-Commerce operations are profitable.,Work with Finance and CCO to ensure that e-Commerce operations are profitable.,Requirement,Neutral,Keep,100,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866008
LOG_000325,P_006715,have the confidence to make decisions and provide direction to individuals Lead by example,Have the confidence to make decisions.,Competency,Agentic,Split,95,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866016
LOG_000326,P_006715,have the confidence to make decisions and provide direction to individuals Lead by example,Provide direction to individuals.,Competency,Agentic,Split,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866019
LOG_000327,P_006715,have the confidence to make decisions and provide direction to individuals Lead by example,Lead by example.,Competency,Agentic,Split,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866022
LOG_000328,P_013428,Semi flexible hours (8 hours a day - Monday to Friday),Semi flexible hours (8 hours a day - Monday to Friday).,Requirement,Neutral,Keep,100,Job conditions.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866031
LOG_000329,P_020161,"Establish internal guidelines for personal data protection based on applicable legislations, to manage customer data.","Establish internal guidelines for personal data protection based on applicable legislations, to manage customer data.",Requirement,Neutral,Keep,100,Policy and compliance task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866037
LOG_000330,P_007275,by conducting Compliance (Re-) assessments at the appropriate milestones / Quality Gates # Involves the respective corporate governance units (e.g.,Conduct Compliance assessments at the appropriate milestones.,Requirement,Neutral,Keep,95,Compliance task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866043
LOG_000331,P_015372,This is a role for someone who can see the value of Cloud Computing and who can be a combination salesperson and evangelist to get the Salesforce penetration into the sector growing even more.,Ability to see the value of Cloud Computing and be a salesperson and evangelist to drive Salesforce penetration.,Requirement,Neutral,Keep,90,Domain knowledge and sales function.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866049
LOG_000332,P_023090,Perform a minimum number of sales activities per day to generate interest with prospects and reach a predetermined monthly meeting goal.,Perform a minimum number of sales activities per day to generate interest and reach a predetermined monthly meeting goal.,Requirement,Neutral,Keep,100,Sales performance task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866055
LOG_000333,P_006331,"Your location will be the Helsinki or Tampere area, Flexible work arrangements for optimal work-life balance.","Your location will be the [Location] area, Flexible work arrangements for optimal work-life balance.",Requirement,Neutral,Keep,95,Logistics and work arrangement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866061
LOG_000334,P_009989,In support of that goal we are looking for a customer facing team player to fully own/drive/communicate projects and navigate complex engineering solutions.,Customer facing.,Competency,Communal,Split,90,Soft skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866068
LOG_000335,P_009989,In support of that goal we are looking for a customer facing team player to fully own/drive/communicate projects and navigate complex engineering solutions.,Team player.,Competency,Communal,Split,100,Behavioural trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866071
LOG_000336,P_009989,In support of that goal we are looking for a customer facing team player to fully own/drive/communicate projects and navigate complex engineering solutions.,"Own, drive and communicate projects.",Requirement,Neutral,Split,95,Project management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866074
LOG_000337,P_009989,In support of that goal we are looking for a customer facing team player to fully own/drive/communicate projects and navigate complex engineering solutions.,Navigate complex engineering solutions.,Requirement,Neutral,Split,95,Hard skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866077
LOG_000338,P_018313,We are looking for an Director of Delivery to join our Singapore Office.,We are looking for an Director of Delivery to join our [Location] Office.,Requirement,Neutral,Keep,100,Role identification.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:28.866084
LOG_000339,P_023630,BASIC FUNCTION: Responsible for sales activities with assigned accounts in the Western Region focusing on the Food ingredients market segment.,Responsible for sales activities with assigned accounts in the [Location] region focusing on the Food ingredients market segment.,Requirement,Neutral,Keep,95,Role responsibility and domain expertise.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651937
LOG_000340,P_002875,We are currently looking for a Chassis Sales Director in Baoding.,Chassis Sales Director role in [Location].,Requirement,Neutral,Keep,100,Job title and location identification.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651949
LOG_000341,P_007272,"supports the implementation of lessons learned into own project and the organization in general Manage the risk, contract and claims # Ensures compliance with LoA guidelines for commercial aspects, e.g.",Supports the implementation of lessons learned into own project and the organization.,Competency,Agentic,Split,90,Behavioral trait of continuous improvement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651954
LOG_000342,P_007272,"supports the implementation of lessons learned into own project and the organization in general Manage the risk, contract and claims # Ensures compliance with LoA guidelines for commercial aspects, e.g.","Manage the risk, contract and claims.",Requirement,Neutral,Split,90,Hard skill/domain management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651957
LOG_000343,P_007272,"supports the implementation of lessons learned into own project and the organization in general Manage the risk, contract and claims # Ensures compliance with LoA guidelines for commercial aspects, e.g.",Ensures compliance with guidelines for commercial aspects.,Requirement,Neutral,Split,90,Compliance-related task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651960
LOG_000344,P_006731,"institutechangewhennecessaryandappropriateResponsible for establishing operating procedures, work assignments, planning, and all projectmanagementactivities.Ownershipforcompetencybuildingandcompleteresponsibility&ownershipforDeliveryexcellence.","Establishing operating procedures, work assignments, planning, and all project management activities.",Requirement,Neutral,Split,90,Operational hard skills.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651969
LOG_000345,P_006731,"institutechangewhennecessaryandappropriateResponsible for establishing operating procedures, work assignments, planning, and all projectmanagementactivities.Ownershipforcompetencybuildingandcompleteresponsibility&ownershipforDeliveryexcellence.",Ownership for competency building.,Competency,Agentic,Split,95,Behavioral trait of ownership.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651972
LOG_000346,P_006731,"institutechangewhennecessaryandappropriateResponsible for establishing operating procedures, work assignments, planning, and all projectmanagementactivities.Ownershipforcompetencybuildingandcompleteresponsibility&ownershipforDeliveryexcellence.",Responsibility for delivery excellence.,Competency,Agentic,Split,95,Behavioral trait of achievement orientation.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651975
LOG_000347,P_006707,"This position will be based in Mumbai, India.",This position will be based in [Location].,Requirement,Neutral,Keep,100,Job location requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651979
LOG_000348,P_006730,"Would need to take ownership of all keyperformanceparameterstodrivetheoperatingmarginoftheaccounts.Introduce best practices in software development, agile methodologies and coding standards",Take ownership of all key performance parameters to drive the operating margin of the accounts.,Competency,Agentic,Split,95,Behavioral trait of ownership and results-driven focus.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651984
LOG_000349,P_006730,"Would need to take ownership of all keyperformanceparameterstodrivetheoperatingmarginoftheaccounts.Introduce best practices in software development, agile methodologies and coding standards","Introduce best practices in software development, agile methodologies and coding standards.",Requirement,Neutral,Split,95,Hard skill/domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651987
LOG_000350,P_008159,We are looking for an Autos Category Manager to join our Category Management Team in Philippines This person is a data driven category specialist to drive growth for our Auto & Related Categories.,Autos Category Manager in [Location].,Requirement,Neutral,Split,100,Job title and location.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651991
LOG_000351,P_008159,We are looking for an Autos Category Manager to join our Category Management Team in Philippines This person is a data driven category specialist to drive growth for our Auto & Related Categories.,Data driven category specialist to drive growth for Auto & Related Categories.,Requirement,Neutral,Split,95,Hard skill and domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.651994
LOG_000352,P_006323,Often the situation is new for them or they are short with resources and they need support to make sure that the planned value is realized.,Support clients who have new situations or limited resources to ensure planned value is realized.,Competency,Communal,Keep,90,Supportive/Service-oriented behavior.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652002
LOG_000353,P_018317,Work collaboratively with delivery teams and subject matter experts to evaluate client needs regarding their objectives and goals.,Work collaboratively with delivery teams and subject matter experts to evaluate client needs regarding their objectives and goals.,Competency,Communal,Keep,95,Collaborative behavior.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652006
LOG_000354,P_009608,"Partner with Business Operations, Sales and Client Services teams to track opportunities and ensure they remain in scope as they make their way through the sales pipeline","Partner with Business Operations, Sales and Client Services teams to track opportunities and ensure they remain in scope.",Competency,Communal,Keep,95,Partnering/collaboration.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652013
LOG_000355,P_008497,"Company: ADI ADI Global, a division of Resideo, is seeking a Product Category Manager to drive the strategy, roadmap, strategic supplier relationships, growth, and profitability for a high value category of products.","Seeking a Product Category Manager to drive the strategy, roadmap, strategic supplier relationships, growth, and profitability for a high value category of products.",Requirement,Neutral,Keep,95,Domain knowledge and responsibility.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652019
LOG_000356,P_018140,Analysing forecasted demand versus production & supply capacities and adjusting accordingly.,Analysing forecasted demand versus production & supply capacities and adjusting accordingly.,Requirement,Neutral,Keep,95,Analytical task/hard skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652029
LOG_000357,P_022719,Encourages others to keep a high standard of accuracy and leads by example.,Encourages others to keep a high standard of accuracy.,Competency,Communal,Split,90,Mentoring/supporting behavior.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652034
LOG_000358,P_022719,Encourages others to keep a high standard of accuracy and leads by example.,Leads by example.,Competency,Agentic,Split,95,Leadership behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652037
LOG_000359,P_007270,"recording of such in appropriate systems, e.g.",Recording of such in appropriate systems.,Requirement,Neutral,Keep,90,Administrative task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652044
LOG_000360,P_018151,Supporting clients from various industries in the development and implementation of state-of-the art procurement/supply chain strategies.,Supporting clients in the development and implementation of state-of-the art procurement/supply chain strategies.,Requirement,Neutral,Keep,95,Hard skill/domain expertise.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652049
LOG_000361,P_008467,"We are on the lookout for ambitious, competitive, growth-minded professionals to help us continue to harness technology to delight our customers and achieve our ambitious growth objectives in the auto sector.","Ambitious, competitive, growth-minded professionals who harness technology to achieve growth objectives.",Competency,Agentic,Keep,95,Behavioral traits related to achievement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:44.652057
LOG_000362,P_012679,"Manage the entire sales process to ensure delivery against key performance metrics, with a strong emphasis on new business sales, while expanding existing accounts.",Manage the entire sales process to ensure delivery against key performance metrics.,Requirement,Neutral,Split,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389548
LOG_000363,P_012679,"Manage the entire sales process to ensure delivery against key performance metrics, with a strong emphasis on new business sales, while expanding existing accounts.",New business sales.,Requirement,Neutral,Split,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389554
LOG_000364,P_012679,"Manage the entire sales process to ensure delivery against key performance metrics, with a strong emphasis on new business sales, while expanding existing accounts.",Expanding existing accounts.,Requirement,Neutral,Split,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389555
LOG_000365,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Proven people management skills.,Competency,Agentic,Split,90,Soft skill management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389559
LOG_000366,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Excellent oral and written communication.,Competency,Agentic,Split,95,Communication skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389561
LOG_000367,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Excellent presentation skills.,Competency,Agentic,Split,95,Soft skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389562
LOG_000368,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Experience implementing and delivering projects to international customers.,Requirement,Neutral,Split,90,Professional experience.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389563
LOG_000369,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Excellent Customer Interfacing skills.,Competency,Communal,Split,90,Soft skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389564
LOG_000370,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Well-versed with quality management processes.,Requirement,Neutral,Split,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389566
LOG_000371,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Pre-sales exposure.,Requirement,Neutral,Split,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389567
LOG_000372,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA","Project management, resource planning, monitoring and execution skills.",Requirement,Neutral,Split,95,Hard skills.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389568
LOG_000373,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Strong Operations Management.,Requirement,Neutral,Split,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389569
LOG_000374,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",MBA.,Requirement,Neutral,Split,100,Degree.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389570
LOG_000375,P_006732,"Attributes ProvenpeoplemanagementskillsExcellentoralandwrittencommunication&PresentationskillsExperienceofhavingimplementedandsuccessfullydeliveredprojectstoInternationalcustomersExcellentCustomerInterfacingskillsDeliveryofdifferentkindsofprojectsincludingFixedPriceprojectswithSLAbaseddeliveryetcWell-versedwithqualitymanagementprocessesPre-salesexposureGoodprojectmanagement,resourceplanning,monitoringandexecutionskillsStrongOperationsManagement Education MBAShouldhavetherequiredtechnicalbackgroundandexposuretoRPA",Technical background and exposure to RPA.,Requirement,Neutral,Split,95,Technical domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389571
LOG_000376,P_018148,Performing ongoing supplier evaluation and improvement.,Performing ongoing supplier evaluation and improvement.,Requirement,Neutral,Keep,95,Task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389575
LOG_000377,P_006297,"We are looking for people with grit, passion, and humility to join our global team.","Grit, passion, and humility.",Competency,Agentic,Keep,90,Behavioral traits.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389577
LOG_000378,P_006713,"able to build and lead effective, diverse teams Strong decision-making capabilities and the ability to identify problems and drive to a resolution Excellent interpersonal and communication skills","Able to build and lead effective, diverse teams.",Competency,Agentic,Split,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389579
LOG_000379,P_006713,"able to build and lead effective, diverse teams Strong decision-making capabilities and the ability to identify problems and drive to a resolution Excellent interpersonal and communication skills",Strong decision-making capabilities.,Competency,Agentic,Split,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389580
LOG_000380,P_006713,"able to build and lead effective, diverse teams Strong decision-making capabilities and the ability to identify problems and drive to a resolution Excellent interpersonal and communication skills",Ability to identify problems and drive to a resolution.,Competency,Agentic,Split,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389581
LOG_000381,P_006713,"able to build and lead effective, diverse teams Strong decision-making capabilities and the ability to identify problems and drive to a resolution Excellent interpersonal and communication skills",Excellent interpersonal and communication skills.,Competency,Communal,Split,95,Soft skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389583
LOG_000382,P_020421,As our new Junior Sales Engineer you will: Provide product expertise: act as subject matter expert to support the Sales Team.,Provide product expertise and act as subject matter expert to support the Sales Team.,Requirement,Neutral,Keep,90,Domain knowledge task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389585
LOG_000383,P_020954,Kindly note that successful applicant must be able to commence the program before 17th November 2021.,Successful applicant must be able to commence the program before 17th November 2021.,Requirement,Neutral,Keep,95,Constraint.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389587
LOG_000384,P_004105,Communication and market information support within sales teams.,Communication and market information support within sales teams.,Requirement,Neutral,Keep,90,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389591
LOG_000385,P_022707,Responsible for client account management.,Responsible for client account management.,Requirement,Neutral,Keep,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389594
LOG_000386,P_008498,"This individual will develop and execute product mix and pricing models, while identifying, initiating, cultivating, and managing supplier relationships.",Develop and execute product mix and pricing models.,Requirement,Neutral,Split,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389596
